year,chemical,type,units,panel,location,median,low75,high75,low50,high50
1994,P,Nutrients,MT_yr,b) P,CAK,212.26507997669785,176.6170427480371,253.46955493603804,189.07460035600707,237.68020777999976
1994,P,Nutrients,MT_yr,b) P,BS,225.4023077936709,189.47066930975313,274.06203863732225,204.30152349497072,255.1296518220887
1994,DHA,Nutrients,MT_yr,c) DHA,BCWC,852.2453389446873,610.1896004304283,1224.8569771305893,702.859963167268,1053.5638971088113
1994,DHA,Nutrients,MT_yr,c) DHA,SEAK,486.39709097943967,344.9192255415939,745.5720181299238,396.5399567763345,607.9824996824392
1994,DHA,Nutrients,MT_yr,c) DHA,CAK,473.49483418954486,344.50100684904726,663.743627671158,394.06909924594225,569.7700510068389
1994,DHA,Nutrients,MT_yr,c) DHA,BS,596.8368328390131,420.153650645197,888.3524740984394,494.2510218352719,735.1463165159017
1994,EPA,Nutrients,MT_yr,d) EPA,BCWC,584.0652585417106,427.1115710140368,904.6350638512542,483.47578273509856,757.5205769527653
1994,EPA,Nutrients,MT_yr,d) EPA,SEAK,311.0748664296867,216.51787246032603,485.23238681321175,249.82881128966798,399.1698462486862
1994,EPA,Nutrients,MT_yr,d) EPA,CAK,298.28233109304614,218.27682686990167,436.3548189658785,246.68968973973355,369.21908162430594
1994,EPA,Nutrients,MT_yr,d) EPA,BS,387.70923543186984,283.8890394409105,598.4572724723832,322.7313546307154,489.66285585674035
1994,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.0680362891839303,2.3283293341765035,3.8592989514286904,2.6474347122086517,3.5452420511219342
1994,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.3055994540422615,0.9764616413912109,1.6977565533774803,1.1104155130483486,1.530884212927179
1994,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3631690765815843,1.0096155661946198,1.716682530021563,1.168929668919239,1.5503034442452215
1994,Hg,Contaminants,kg_yr,i) Hg,BS,2.046159260866284,1.4990651475768297,2.635817448617048,1.742409790055669,2.345114693890559
1994,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6359693516790831,0.44708577469265376,0.830326390484082,0.5255518101057506,0.7441641249867923
1994,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.2579275517351063,0.18024679357665327,0.36440633442431425,0.20725430558336322,0.3113587315371876
1994,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.3182401024623692,0.2222515176372132,0.4329244553661301,0.26438577051678236,0.3791373312694937
1994,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.4934289581961442,0.344082373891187,0.6726734905694459,0.40520221364749,0.5805446938187877
1994,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09501661367185577,0.052349523230851784,0.16761461691074575,0.06807713695881748,0.13069707311152903
1994,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.04573578728550208,0.020921534314770437,0.1043598539018703,0.027689406129353833,0.0719390501826911
1994,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03832753610817807,0.020028542726817346,0.07469774184383002,0.02574340851610954,0.05623944644913073
1994,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.048408769750507244,0.028199713981913496,0.07948112810430795,0.03539658373832155,0.06390723154591862
1994,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6654986652610646,0.3862142030197711,1.1182576719651691,0.4709983697669821,0.9046251280302319
1994,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.30674388260261265,0.1721226922935335,0.5805706462730834,0.21358499361943792,0.4453821811399739
1994,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2991271858291249,0.1802142328559399,0.5102372624518658,0.2143583000701494,0.4232767736256318
1994,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.37366594953766985,0.22127787809390417,0.6341115136118601,0.27583446361089947,0.5352541222335194
1995,N,Nutrients,MT_yr,a) N,BCWC,3441.0388379207393,3015.048244712798,3910.265509886669,3181.298272250263,3678.852755155911
1995,N,Nutrients,MT_yr,a) N,SEAK,2465.71594446205,2129.59151966459,2862.1718329824052,2278.837418940207,2683.594427226126
1995,N,Nutrients,MT_yr,a) N,CAK,1931.3981400145722,1692.4480963778958,2189.915263226545,1786.510200308813,2091.6668042098804
1995,N,Nutrients,MT_yr,a) N,BS,2033.4165421528483,1776.301673628762,2288.1037955133556,1880.8086031934638,2165.187492272952
1995,P,Nutrients,MT_yr,b) P,BCWC,381.79651272767967,317.0059326242737,459.2947044153863,340.92160791709034,427.7492682920425
1995,P,Nutrients,MT_yr,b) P,SEAK,278.3509556240107,223.58997827153527,330.7127705614847,241.50241591008077,310.5683959525357
1995,P,Nutrients,MT_yr,b) P,CAK,215.18374451051574,178.8347864134708,255.8942818160166,190.42638883520632,240.0885473081004
1995,P,Nutrients,MT_yr,b) P,BS,223.81305648431356,187.78381385311286,270.5722324822782,202.38623875210064,253.46975790308431
1995,DHA,Nutrients,MT_yr,c) DHA,BCWC,856.2585195454598,619.6763586357627,1247.09864818504,714.347924789181,1065.2517312636173
1995,DHA,Nutrients,MT_yr,c) DHA,SEAK,514.428777928393,363.60926115330795,791.0583005200112,411.8757209097047,639.8735663178376
1995,DHA,Nutrients,MT_yr,c) DHA,CAK,478.33838955181534,351.23083008445144,668.5152983496015,399.1424347122362,575.3663871635089
1995,DHA,Nutrients,MT_yr,c) DHA,BS,590.55238827677,415.22798170517325,877.5122344070759,490.19970878779003,726.19201437520735
1995,EPA,Nutrients,MT_yr,d) EPA,BCWC,591.9616602449885,433.5784450961796,914.6222546735523,488.99581701697747,763.3393463884258
1995,EPA,Nutrients,MT_yr,d) EPA,SEAK,330.48701572709797,230.13219474017566,519.1315143373731,260.34639681405,422.9556392584542
1995,EPA,Nutrients,MT_yr,d) EPA,CAK,301.33666808714077,219.91294023879027,436.5669583497656,248.11519359923824,371.8697447237133
1995,EPA,Nutrients,MT_yr,d) EPA,BS,385.8374670068471,280.3260843147837,594.8425645085792,319.6558438959957,487.0817967777795
1995,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.108387241302079,2.3558031821182137,3.9115484202704534,2.685704128655241,3.5766383855285295
1995,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.3937188009246506,1.0292329015428203,1.8140915130115283,1.1899400742319404,1.630963100269158
1995,Hg,Contaminants,kg_yr,i) Hg,CAK,1.374204944827778,1.0195985486953079,1.7275843924754133,1.1804079606036357,1.569963598482508
1995,Hg,Contaminants,kg_yr,i) Hg,BS,2.026021425256956,1.4976198993265788,2.6040566369600615,1.7193777750623003,2.325755169257552
1995,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6429721973511011,0.45347133905406,0.84171138151104,0.5329319116018283,0.7559454476682191
1995,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.26851458824657687,0.18660151334964875,0.3808795096919041,0.21748547415457525,0.32552165710926695
1995,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.3220789730256165,0.2242901314040388,0.4346239137486156,0.2674341013033232,0.38179979382480544
1995,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.48966582836283346,0.3394714229142116,0.6638714541287631,0.3984810105252411,0.5684035199354749
1995,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09671683855345903,0.053234940516308504,0.16810831275974478,0.06875583879540093,0.13280856862388069
1995,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.04730779724671309,0.021814325931601694,0.10821803318185474,0.02876498417421703,0.07589520703290037
1995,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.038818879150358185,0.020093603282076454,0.07534956016489266,0.0260070000358192,0.05671163165592635
1995,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04828816031821243,0.028254854742199353,0.07865583172795915,0.03542037313595398,0.06354255932688853
1995,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6754440587834717,0.3928506478777378,1.1368297209998532,0.48066446490471626,0.9205005963194399
1995,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.31897305985228275,0.18400772685405065,0.603612127559053,0.22405924265268917,0.458376845146113
1995,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.29967487226764955,0.18063417698717532,0.5164561380543609,0.21411926100219178,0.42626502424551493
1995,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3733572157032168,0.21754904878761172,0.6263579683402539,0.2744053973690749,0.5295939999953438
1996,N,Nutrients,MT_yr,a) N,BCWC,3466.6618141703793,3041.850266353094,3938.27046425708,3205.432538963187,3700.7641804105115
1996,N,Nutrients,MT_yr,a) N,SEAK,2586.967358622029,2243.6123776750783,3009.587900863986,2395.579790255306,2834.4168436935247
1996,N,Nutrients,MT_yr,a) N,CAK,1952.2655282983774,1719.0603851185613,2225.5139897449462,1802.56222785226,2116.3098207221674
1996,N,Nutrients,MT_yr,a) N,BS,2014.4035668809788,1768.0802522376016,2270.134460939081,1860.0210499980399,2149.5039170367527
1996,P,Nutrients,MT_yr,b) P,BCWC,385.1128530818132,322.15754625097156,464.44627781893666,343.70748196026113,431.42360501087853
1996,P,Nutrients,MT_yr,b) P,SEAK,292.98851615618423,236.47083346600547,347.26079500988874,255.0476007107327,326.2645121486292
1996,P,Nutrients,MT_yr,b) P,CAK,217.64036742413896,181.45414208690403,260.39861270172685,193.68519727720468,243.26928645747765
1996,P,Nutrients,MT_yr,b) P,BS,221.3248251352793,185.5655166817265,268.46383762775565,200.1177225535607,250.97388729315662
1996,DHA,Nutrients,MT_yr,c) DHA,BCWC,862.4894537643953,626.9926594514557,1260.166017643392,720.3166103596716,1078.9991372145719
1996,DHA,Nutrients,MT_yr,c) DHA,SEAK,544.5874692808321,377.97752529229115,836.8145228638233,435.79113786580496,666.5375674327947
1996,DHA,Nutrients,MT_yr,c) DHA,CAK,480.5611999234844,357.1370065618597,673.1396418735661,404.6343116698142,580.4718208168899
1996,DHA,Nutrients,MT_yr,c) DHA,BS,583.833695861769,414.9972469863343,872.0969617283799,486.53584845427474,714.8183779332896
1996,EPA,Nutrients,MT_yr,d) EPA,BCWC,596.1100766483519,436.66972587900193,926.0686779689631,493.57255962517695,769.0481692761651
1996,EPA,Nutrients,MT_yr,d) EPA,SEAK,347.3069274403195,244.29972981127707,554.2995095720867,275.369966830122,455.13446286474664
1996,EPA,Nutrients,MT_yr,d) EPA,CAK,306.79430154494423,222.12223271106453,440.5941792310797,250.4996696476012,373.84541502688506
1996,EPA,Nutrients,MT_yr,d) EPA,BS,383.0184625838424,276.4583991980969,593.4828285011192,318.2942488697372,480.27335742743185
1996,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.136270895440969,2.368615633474641,3.948563949504198,2.71320906596814,3.5976571596736013
1996,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.4811755867839471,1.0877640368708574,1.9352267154779323,1.2660154044064598,1.7188103744072243
1996,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3752619731351579,1.027411740155126,1.746113895948732,1.1852051134501733,1.5806637558267735
1996,Hg,Contaminants,kg_yr,i) Hg,BS,2.012305277940966,1.4847384124253895,2.577868019824523,1.7103695317872716,2.3107414810818145
1996,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6518450576497424,0.4608119901451008,0.8452005285287989,0.5397510601660773,0.7619709124121722
1996,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.27859156507570426,0.19238806672130004,0.39675619277720275,0.22728343945524204,0.3407623654522438
1996,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.32392175270061224,0.22578180678960574,0.43955645856031933,0.2700846308697472,0.3868333173576201
1996,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.48339074759435835,0.334359155774725,0.651557093700742,0.39517071380775187,0.5592195204717442
1996,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09802411819197972,0.05417669198721314,0.17013814677659003,0.07017598715647036,0.13515662579511384
1996,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.04886906608331263,0.022837491243893893,0.1141347343969275,0.03017209080088612,0.07859650998932585
1996,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.0390877495692669,0.02028832804033711,0.07716231613259561,0.026266383124615877,0.05704570671754432
1996,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.047899306323060116,0.027766220524657385,0.07790801840014568,0.03552781697148948,0.06326269189827327
1996,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6843526122011556,0.39974282993114474,1.1486064241474154,0.48863807740939147,0.9319651463735219
1996,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.3391855616416699,0.1903204656332185,0.6281898552493225,0.2342007675933529,0.47592830589447566
1996,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.3024188732320727,0.18153593740206847,0.5196908839385805,0.215790620970599,0.4327424844586341
1996,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.37146496549968266,0.21317961793694717,0.6200082167716009,0.27192429754500336,0.520125194720391
1997,N,Nutrients,MT_yr,a) N,BCWC,3493.748021977762,3061.9709701989204,3970.0095282437896,3242.5471516543926,3739.0029585003167
1997,N,Nutrients,MT_yr,a) N,SEAK,2701.7463445632075,2343.8982576116227,3147.0040142536463,2491.5051366984753,2960.5703459912083
1997,N,Nutrients,MT_yr,a) N,CAK,1972.729105991125,1738.3839452766993,2249.2383337531746,1822.0480021308067,2137.6218313588547
1997,N,Nutrients,MT_yr,a) N,BS,1991.656405178668,1747.4310185185432,2248.802704287429,1839.9070927047364,2127.9152709603013
1997,P,Nutrients,MT_yr,b) P,BCWC,388.55416228949866,324.20423625497966,467.2043669354854,345.587855722398,432.3922174568677
1997,P,Nutrients,MT_yr,b) P,SEAK,304.1033167883254,245.95910343790501,365.9472425744018,266.9577124838427,341.23803010298917
1997,P,Nutrients,MT_yr,b) P,CAK,220.5839941695579,183.77305511000839,263.0438111410525,196.24736790281082,245.18412145975864
1997,P,Nutrients,MT_yr,b) P,BS,218.4334558763548,184.49120889381928,265.286609064677,198.49746961583537,248.15420604913044
1997,DHA,Nutrients,MT_yr,c) DHA,BCWC,863.4500488367086,628.9718570173663,1266.6730347894454,722.9011448923923,1086.1832401398833
1997,DHA,Nutrients,MT_yr,c) DHA,SEAK,571.3792024655195,391.3493918920069,867.3524430226976,454.35994657454586,712.1937839909546
1997,DHA,Nutrients,MT_yr,c) DHA,CAK,488.5440713503831,358.19737067399586,678.9840841099025,410.1411830513543,585.8783328325846
1997,DHA,Nutrients,MT_yr,c) DHA,BS,579.1293952021417,410.52687238690373,856.4340916105525,480.23562853376427,709.6162458727015
1997,EPA,Nutrients,MT_yr,d) EPA,BCWC,600.3778798895183,440.30756478879783,937.4663460636311,499.36096200191884,779.727353940209
1997,EPA,Nutrients,MT_yr,d) EPA,SEAK,362.6122156250524,254.18289283016236,589.1479924876334,288.6538019175613,480.85134167689233
1997,EPA,Nutrients,MT_yr,d) EPA,CAK,309.2080957262476,225.60492271401853,441.87774135180837,252.25601650062197,378.67653488838084
1997,EPA,Nutrients,MT_yr,d) EPA,BS,380.4692424497816,273.8199599807524,591.8428426079361,313.9968561584611,473.7275686740848
1997,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.166613336985553,2.37412537110367,3.9745372393525495,2.7193785546521143,3.61069545420936
1997,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.5562003363093304,1.1482485767471933,2.0634920018878846,1.3186464817328365,1.8258157141652607
1997,Hg,Contaminants,kg_yr,i) Hg,CAK,1.3852759929513832,1.036143477437313,1.754787847505657,1.1907678426062056,1.6032175121469014
1997,Hg,Contaminants,kg_yr,i) Hg,BS,1.9819437355415699,1.468346843958817,2.5499515827061248,1.6937691718772112,2.2844834977273147
1997,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.660003180611034,0.4647739671659932,0.8511838503586985,0.5483053298817742,0.7713680072893753
1997,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.28877567539587107,0.1991326996248665,0.4120998912732605,0.2370193868856585,0.3521760420850087
1997,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.3253259587666586,0.22851885393498123,0.44494530820278205,0.27302138065186454,0.38893845488175505
1997,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.4756233945702162,0.3283112000694049,0.640271393763264,0.39167820377780643,0.5507465745536315
1997,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.09951387868764025,0.05475001152836036,0.17168486501410046,0.07095052072956033,0.1370069165229492
1997,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.051101913472613184,0.023715348414260436,0.11896278002779453,0.03139414947906706,0.08082465962298585
1997,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03915211489788396,0.020436699143944376,0.07804114470862812,0.02655798147854904,0.057560826674068796
1997,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04740325098483965,0.0271482859185031,0.07723385864067132,0.03521361462022656,0.06298014982191874
1997,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6891622396878845,0.40620820228569976,1.1581850516774743,0.4937782595871187,0.931119514180777
1997,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.354665539165989,0.197364159756546,0.646699538010129,0.24229579311320149,0.49309532937366435
1997,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.30461976676771274,0.18383771567347026,0.5230382431321647,0.21481336466543743,0.43506258545643967
1997,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3664099705444547,0.20941060283183066,0.6096738439881829,0.26750171531977346,0.5129837436881455
1998,N,Nutrients,MT_yr,a) N,BCWC,3508.0282880235964,3067.8002989937086,4013.8647219555223,3262.766878322307,3771.5684883887975
1998,N,Nutrients,MT_yr,a) N,SEAK,2802.2768347784686,2420.0589867540866,3260.743800907917,2578.1805060545107,3054.776245642054
1998,N,Nutrients,MT_yr,a) N,CAK,1999.3116138880482,1756.2336566393183,2275.0666452436335,1843.6165991130185,2173.2291825866046
1998,N,Nutrients,MT_yr,a) N,BS,1975.005907643235,1736.3454443898272,2228.235378723927,1822.255687467064,2127.0941682771313
1998,P,Nutrients,MT_yr,b) P,BCWC,390.61546571495876,326.0744686700813,469.9479294445043,347.6633392395615,434.6264940148329
1998,P,Nutrients,MT_yr,b) P,SEAK,313.6259902995714,252.61014746672265,382.33457765161984,275.3095664754354,350.52712037601924
1998,P,Nutrients,MT_yr,b) P,CAK,222.50769220526587,185.58262649815794,265.18330390898507,197.8227660417935,248.72620507726822
1998,P,Nutrients,MT_yr,b) P,BS,217.08942114274055,183.03484729842273,263.43506482070075,196.6550871677208,245.72296354104134
1998,DHA,Nutrients,MT_yr,c) DHA,BCWC,869.7082892958632,632.214170740887,1264.058522742707,728.8798893935931,1093.6555383077798
1998,DHA,Nutrients,MT_yr,c) DHA,SEAK,592.1968520941936,404.64199162317834,895.5519268051107,471.86065542430714,739.7376204800313
1998,DHA,Nutrients,MT_yr,c) DHA,CAK,492.77945889841004,363.0621629144425,686.1133287861135,415.63907201563995,595.6080001480113
1998,DHA,Nutrients,MT_yr,c) DHA,BS,573.8043818652304,403.6284977475671,843.4945692889469,475.60389352048304,702.6574623415022
1998,EPA,Nutrients,MT_yr,d) EPA,BCWC,605.1903981380332,442.4935119906288,956.0717610051988,504.5149928828297,781.5554633647757
1998,EPA,Nutrients,MT_yr,d) EPA,SEAK,372.52458842961516,261.40673984468094,610.3054661506294,296.73241650613977,496.36995541896573
1998,EPA,Nutrients,MT_yr,d) EPA,CAK,314.5810215862614,227.25544047574834,448.05649575986985,254.164341560905,381.04518872186867
1998,EPA,Nutrients,MT_yr,d) EPA,BS,380.47597639724114,271.233810662986,586.3758494158777,312.44684679555155,472.5262948071471
1998,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.1754244608815543,2.366285501489345,3.9686227602476674,2.7330810491923483,3.628598877444275
1998,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.6116874640154315,1.1922137880345853,2.1517737941932227,1.3775033643050647,1.9038790683476103
1998,Hg,Contaminants,kg_yr,i) Hg,CAK,1.4002193247560588,1.046000628944508,1.771882873263163,1.2005737323432442,1.6184398648493412
1998,Hg,Contaminants,kg_yr,i) Hg,BS,1.9693657750705174,1.4516700337954662,2.5090537113482156,1.6782223074512213,2.270703189394525
1998,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6684063624954575,0.46935054945093624,0.8577424961435993,0.5482195610478413,0.7811520827424528
1998,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.295425763157499,0.20384820526206332,0.4207874167360413,0.24036511216779555,0.36136135102885325
1998,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.3289908358644259,0.23094422100357376,0.45122286298028413,0.2763343319844874,0.3920049809275863
1998,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.46866116435393446,0.3247899496715977,0.6298408874510382,0.38930801686028427,0.5453475355342083
1998,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.10055856258162241,0.05555689201798927,0.17392162342039513,0.07216961377791144,0.13773989486427177
1998,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.05291437373728987,0.024270306355058256,0.12276492700037014,0.032050878170378286,0.08218279567093931
1998,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03967881842610122,0.020924092666991422,0.07880994985182721,0.026745637430604312,0.0579374297631575
1998,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04709272157811452,0.02675332306221856,0.07665359090212343,0.0346929106463484,0.062200054703025975
1998,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.6946974303347982,0.41083753550808033,1.1767317261243142,0.4982632112966149,0.9468421139885046
1998,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.3603631802011973,0.2051015552471668,0.6639503815224769,0.2474237570964699,0.5089283713150596
1998,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.3083876388492307,0.18511306997196708,0.5217533720266694,0.2156368123064272,0.43508955290455176
1998,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3604526828676823,0.20765579505016651,0.6034039699935252,0.26498989210862695,0.5065271287415631
1999,N,Nutrients,MT_yr,a) N,BCWC,3519.4055309402434,3083.7213746862867,4003.4480269138817,3278.139060926691,3809.1901931638754
1999,N,Nutrients,MT_yr,a) N,SEAK,2855.329535089776,2481.241214405786,3333.8785838982235,2623.662475868723,3121.0316736868017
1999,N,Nutrients,MT_yr,a) N,CAK,2028.9728751441628,1774.7829107061411,2301.7594023786755,1862.4685353437733,2195.2689733253155
1999,N,Nutrients,MT_yr,a) N,BS,1962.491400965574,1730.5742588864919,2213.3398165759904,1808.8557391948243,2110.055190673427
1999,P,Nutrients,MT_yr,b) P,BCWC,392.25855152588565,326.45945693397084,472.23703762119214,349.5826007870413,436.5329055673104
1999,P,Nutrients,MT_yr,b) P,SEAK,319.6601104130848,258.15283285483224,391.4794680520589,281.3888496309617,359.84600064900496
1999,P,Nutrients,MT_yr,b) P,CAK,224.80134465501817,188.2227942473025,270.0276857579358,199.94187803472357,250.05919305046365
1999,P,Nutrients,MT_yr,b) P,BS,215.9151139245157,182.41372680018472,261.82374262076144,194.70398478669725,245.4351668977712
1999,DHA,Nutrients,MT_yr,c) DHA,BCWC,871.6573512871701,638.6057962514798,1271.7752935751953,734.6481314497912,1102.0421679990177
1999,DHA,Nutrients,MT_yr,c) DHA,SEAK,600.2719595586179,410.37679089041194,919.2105082718622,479.0085855670916,754.3132419904207
1999,DHA,Nutrients,MT_yr,c) DHA,CAK,498.9490820277577,364.9249143372982,691.1637346411961,419.52448226932717,605.5609203560537
1999,DHA,Nutrients,MT_yr,c) DHA,BS,568.992102668376,398.1945269518902,844.3445135621156,471.6073551677666,696.2718868810641
1999,EPA,Nutrients,MT_yr,d) EPA,BCWC,614.3241850823125,443.35909385148864,946.9218734523016,508.545294533722,784.3571151042208
1999,EPA,Nutrients,MT_yr,d) EPA,SEAK,376.8432213521156,267.88761601378644,619.9711795035848,303.72354498667454,503.5553438619245
1999,EPA,Nutrients,MT_yr,d) EPA,CAK,316.45929641686655,229.15333305386167,452.9182774670112,256.6394389800725,384.5101687432939
1999,EPA,Nutrients,MT_yr,d) EPA,BS,379.94662311379363,267.43117018319646,584.8104637691424,309.92874866335507,471.988300517382
1999,Hg,Contaminants,kg_yr,i) Hg,BCWC,3.195990805478768,2.3738416527788866,3.9876510769946556,2.7458699874349355,3.636775606116571
1999,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.6337305580794639,1.2171889766794706,2.1844682776920994,1.4053742447979896,1.9322008960736972
1999,Hg,Contaminants,kg_yr,i) Hg,CAK,1.4186117726592107,1.0561969711671926,1.7926739695778002,1.2086109161716583,1.6384198288602878
1999,Hg,Contaminants,kg_yr,i) Hg,BS,1.964982944061217,1.4396763693778762,2.4912867395247673,1.6721658502104562,2.2527965684555524
1999,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.6740651957685744,0.4751790068986535,0.8703772478887154,0.5519250772998233,0.789307177324067
1999,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.2964637545084825,0.2078221653725065,0.42802259705121315,0.24378045859941655,0.3673469389634185
1999,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.33228877978137067,0.2334530599253673,0.4564671363289834,0.2786346953735367,0.39605617299524865
1999,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.46157290242057153,0.3217200532804869,0.6246467158010923,0.3852290214995119,0.5356015889992697
1999,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.10215440555385383,0.056242859164370135,0.17378306337965493,0.07374014143461535,0.13806685751123648
1999,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.05400948606887007,0.024853640328292636,0.12593541838134037,0.032698180200870806,0.08393786169509321
1999,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03990186170396569,0.02117597905789888,0.07979057849112503,0.026942386770655996,0.05818939923529998
1999,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.046397844727211354,0.026768153618581904,0.076191472754045,0.03411697513921843,0.06192078138746433
1999,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.7035057229353472,0.4159806166186658,1.1837189672066308,0.505474449789925,0.9622397061538079
1999,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.36322613964362416,0.20700734026087864,0.6678791364134852,0.2529875689829657,0.5204224377380934
1999,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.3108254759005802,0.18609725183453646,0.5275444227655384,0.21607931918737727,0.43616088000195763
1999,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.35618716678375884,0.20588434572123404,0.5999754671058818,0.2622817404881794,0.5031268379876543
2000,N,Nutrients,MT_yr,a) N,BCWC,3522.835632009408,3079.7005367819556,4010.6536697163965,3267.598242383856,3818.5252334126844
2000,N,Nutrients,MT_yr,a) N,SEAK,2889.9696403834478,2492.187302517951,3376.7510748102122,2659.1195677033734,3136.454413073902
2000,N,Nutrients,MT_yr,a) N,CAK,2051.1074233716927,1792.4727505338776,2330.733159396984,1880.3133298316568,2214.4989646012737
2000,N,Nutrients,MT_yr,a) N,BS,1952.7033638021796,1706.993038395922,2214.029833035256,1804.99991874964,2097.876626122054
2000,P,Nutrients,MT_yr,b) P,BCWC,392.6423578056455,327.30468524566714,472.99547302905285,348.77200376697795,436.4007644995758
2000,P,Nutrients,MT_yr,b) P,SEAK,321.7492636864181,261.336752445323,395.54742383740677,284.6471577208587,364.32821555023
2000,P,Nutrients,MT_yr,b) P,CAK,227.35454103323667,190.6677846628649,274.24455127622525,203.2056113401312,251.81393004048448
2000,P,Nutrients,MT_yr,b) P,BS,214.76863891069542,180.61450323567118,260.63204223941045,194.59162811311248,242.73380334060246
