year,chemical,type,units,panel,location,median,low75,high75,low50,high50
1982,N,Nutrients,MT_yr,a) N,CAK,1688.4765151786717,1487.542542945589,1902.5365935183077,1561.6380615207554,1826.368185080329
1982,N,Nutrients,MT_yr,a) N,BS,2172.9556370849186,1878.5183885149788,2473.276759780173,1987.0172026290816,2343.0659130452705
1982,P,Nutrients,MT_yr,b) P,BCWC,282.09352803945296,235.8377773466963,339.6113081038668,254.0630228733145,313.21674388594226
1982,P,Nutrients,MT_yr,b) P,SEAK,185.26531051156044,153.32364572685108,228.90800707745976,164.84890817769366,211.6449497414739
1982,P,Nutrients,MT_yr,b) P,CAK,186.7898047529311,153.91475580451464,226.13603693981227,168.41523300424893,208.84111993789824
1982,P,Nutrients,MT_yr,b) P,BS,242.72744731849502,200.15792065313622,289.5802823439606,215.80366883446706,268.1672184056112
1982,DHA,Nutrients,MT_yr,c) DHA,BCWC,646.8792667878196,469.5020951123742,931.0153623216725,545.5477959322973,786.4603457995698
1982,DHA,Nutrients,MT_yr,c) DHA,SEAK,352.69368276578007,248.53336013169456,534.694565063286,294.2893745309419,425.78128856076734
1982,DHA,Nutrients,MT_yr,c) DHA,CAK,416.492369080658,298.15988006083546,591.9623541577757,349.74592578912336,505.2881276953544
1982,DHA,Nutrients,MT_yr,c) DHA,BS,638.6500781099139,454.58025934846114,969.4729259094188,521.9969230369675,783.4424074321181
1982,EPA,Nutrients,MT_yr,d) EPA,BCWC,442.8592646830625,324.99054373581487,686.2628436947224,365.6502493400951,556.5046652906988
1982,EPA,Nutrients,MT_yr,d) EPA,SEAK,224.41244740697306,151.53153175278717,332.094207360635,177.63483300226443,277.9359413549524
1982,EPA,Nutrients,MT_yr,d) EPA,CAK,266.94208152001164,190.45335391935146,394.201829350612,218.77471442967004,335.51016817257016
1982,EPA,Nutrients,MT_yr,d) EPA,BS,415.4898200888216,293.9081255587874,626.7325696539299,344.05747213244086,519.9771886794686
1982,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.290582024062628,1.6844945812860967,2.901663530459482,1.965168631406654,2.64023303378098
1982,Hg,Contaminants,kg_yr,i) Hg,SEAK,0.9221280484284972,0.6793487129842515,1.215960372974979,0.7675435075265831,1.0956648876602018
1982,Hg,Contaminants,kg_yr,i) Hg,CAK,1.2235791318768068,0.9049020383873941,1.5531662393706833,1.0435946990533231,1.395364328016591
1982,Hg,Contaminants,kg_yr,i) Hg,BS,2.1510844253989028,1.5848936549191643,2.734655386337457,1.8066773642000367,2.480700143931895
1982,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.49105847864462915,0.3428315364559009,0.648730267296803,0.40736806524645686,0.5749109245304896
1982,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.18579741777075998,0.12875442110259655,0.26544791419861025,0.14851826042384753,0.22331030234382088
1982,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.27063049665346145,0.18891329265202098,0.3687722118321345,0.22245037724276712,0.3256188761307674
1982,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5346294232727377,0.37028665465570565,0.7207253565394997,0.4365877805984189,0.6334176584345234
1982,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.06981897696145886,0.03775720841549951,0.11899374433950231,0.048869107059958256,0.0941885814020216
1982,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.032875974291617975,0.015084340264490865,0.07991526358671142,0.02050431958871645,0.05318923849169813
1982,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.032984853256546764,0.017255387768736828,0.06674176599200032,0.02278866032272026,0.04923052864309921
1982,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.05133158957132185,0.02990615357459068,0.08707649662685382,0.038205835042018986,0.06815086927071887
1982,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.4910687953712328,0.29006000875585203,0.8156092864412026,0.35636346511482875,0.6784187289042969
1982,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2153165209344422,0.11891092739685809,0.4058057904906049,0.14911826471832262,0.32158264375252876
1982,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.25830704477223376,0.15454455845380727,0.4491612185420981,0.19271968182594845,0.3656949069038655
1982,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.4032367059974523,0.23395090038986865,0.662329269618646,0.29545628728065765,0.5558232027691419
1983,N,Nutrients,MT_yr,a) N,BCWC,2593.86646802635,2315.8022201579506,2964.943506683253,2435.5177922390567,2818.4322001365254
1983,N,Nutrients,MT_yr,a) N,SEAK,1729.555921767454,1497.146352214428,1998.8923124632495,1591.3464814596987,1893.4858142484263
1983,N,Nutrients,MT_yr,a) N,CAK,1705.9394336449823,1512.7663564921502,1925.4412403327333,1582.780389226854,1848.986238987138
1983,N,Nutrients,MT_yr,a) N,BS,2163.5978865856414,1874.2365470147079,2448.1429988390187,1970.9328305724314,2328.162603130465
1983,P,Nutrients,MT_yr,b) P,BCWC,290.2751359606448,243.00014789064642,348.2665817543009,261.5655743606485,323.3747882214615
1983,P,Nutrients,MT_yr,b) P,SEAK,190.8218956970363,158.0562332132234,236.51831993033235,169.70945312628533,216.85514284028906
1983,P,Nutrients,MT_yr,b) P,CAK,189.6165915603458,156.91314621437232,227.95207969435415,170.47719821305003,211.9745114638323
1983,P,Nutrients,MT_yr,b) P,BS,240.34910491916315,199.9561780607515,288.5498683900204,214.53428836767785,264.927405949677
1983,DHA,Nutrients,MT_yr,c) DHA,BCWC,661.3322639867567,484.6044872198805,953.4183725361326,562.5360055480933,810.6944760866389
1983,DHA,Nutrients,MT_yr,c) DHA,SEAK,358.83427910527996,257.6838525356317,547.8309089316643,299.6458107972885,439.0118853307854
1983,DHA,Nutrients,MT_yr,c) DHA,CAK,422.83342522292764,304.3976286398711,601.4492353046056,355.76348544674573,510.95502092989534
1983,DHA,Nutrients,MT_yr,c) DHA,BS,636.7917721670251,447.97453162425876,958.6304087321025,520.558253606648,779.4285332569109
1983,EPA,Nutrients,MT_yr,d) EPA,BCWC,456.59501836735535,335.04661032321025,702.7139162468962,376.9836675817767,572.5393571640624
1983,EPA,Nutrients,MT_yr,d) EPA,SEAK,231.19997044902533,155.68256380493372,342.22797076059675,182.67017168886343,286.79792830077014
1983,EPA,Nutrients,MT_yr,d) EPA,CAK,268.55023036831346,194.61829020771063,399.1510025074845,221.46202909389007,343.05701018508506
1983,EPA,Nutrients,MT_yr,d) EPA,BS,413.7194245204639,292.91855343104356,624.7775125446439,342.59765897025886,516.8532081218755
1983,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.3690608439953045,1.7352908627270467,2.9961196990736525,2.036187156250432,2.711521660557604
1983,Hg,Contaminants,kg_yr,i) Hg,SEAK,0.9442935548059537,0.6910967794428571,1.2515383106171418,0.7979914576708792,1.125248692968373
1983,Hg,Contaminants,kg_yr,i) Hg,CAK,1.2435827577496517,0.9209747978574605,1.562297488624834,1.0576309020713517,1.4151768643412996
1983,Hg,Contaminants,kg_yr,i) Hg,BS,2.142416334621683,1.5751782489715296,2.7199179786352983,1.7923013677374504,2.4665928382228444
1983,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5034219301482421,0.35264780635631676,0.6724736965215381,0.41885513525297724,0.5926978695183313
1983,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.1919457399307514,0.13333866622505514,0.27311181571374193,0.1533186014919373,0.2325656379268107
1983,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.2765085570804371,0.193619060191617,0.37500661327775664,0.2270299265693146,0.33036302278755636
1983,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5306649255280614,0.3678995394048202,0.7145919946192967,0.435949606732051,0.6272118486837206
1983,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.07233682905416264,0.03944863834048415,0.12366712810449385,0.05073193411163493,0.09782817220387702
1983,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03366118198151337,0.015531804788362379,0.08203985604099387,0.020837694860712744,0.05511012121692706
1983,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.033652228086050937,0.017732103817980592,0.06762669189532866,0.02312805781657641,0.04986051813676637
1983,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.05053601883707891,0.029246634729040846,0.0859157128260424,0.03740640374091526,0.0668211946335759
1983,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5073321089566967,0.2969281252750935,0.8373729801178472,0.36191983894996427,0.6972867259862554
1983,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.22246361620927238,0.1236239491071697,0.42533083483072426,0.15301664178614655,0.3301504601948475
1983,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.266498481950195,0.15844155163327323,0.46020877643247304,0.19715732556243423,0.37465195434749865
1983,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.40016276523843597,0.2317299949024548,0.6577003194033342,0.2925480951266767,0.5510784405265587
1984,N,Nutrients,MT_yr,a) N,BCWC,2679.3331080047055,2383.5040992501686,3058.5261356861893,2520.9968195644014,2907.342755776597
1984,N,Nutrients,MT_yr,a) N,SEAK,1785.941021128655,1536.723024165069,2065.9308030137227,1626.9263916673426,1946.4607678131008
1984,N,Nutrients,MT_yr,a) N,CAK,1731.6183445322883,1527.9407573742126,1961.8246490660006,1602.6003031227833,1870.0071403766124
1984,N,Nutrients,MT_yr,a) N,BS,2139.1664597551753,1862.2037802953744,2423.852585633119,1952.1289435740985,2306.4691228415786
1984,P,Nutrients,MT_yr,b) P,BCWC,298.3579663615516,250.1536873964448,360.3268486244246,269.204777416648,331.88867793564134
1984,P,Nutrients,MT_yr,b) P,SEAK,197.38299693752253,162.39747757896234,242.63004194251442,175.08444478451526,222.55401089180148
1984,P,Nutrients,MT_yr,b) P,CAK,192.09290590795996,159.07869426862626,229.026991388707,173.1228017327826,213.7651107073871
1984,P,Nutrients,MT_yr,b) P,BS,237.35841331697878,196.6539449112903,286.05545981695025,212.06974553257265,262.50602841794847
1984,DHA,Nutrients,MT_yr,c) DHA,BCWC,683.2145797195999,504.0731539663635,985.7201525317025,578.7439184668018,836.4667807772599
1984,DHA,Nutrients,MT_yr,c) DHA,SEAK,371.9927564908492,262.37098395240207,558.4720140825974,306.77898298431285,455.3626844774773
1984,DHA,Nutrients,MT_yr,c) DHA,CAK,425.9505812956885,308.30652386777524,609.3122283450006,359.64398717189476,517.1387483126066
1984,DHA,Nutrients,MT_yr,c) DHA,BS,628.6669291956492,444.35384903911995,953.9356741576262,517.9020397745845,769.4653262305566
1984,EPA,Nutrients,MT_yr,d) EPA,BCWC,469.38051479221014,345.62741071250105,724.6755205524314,388.4962231357863,592.4450100627598
1984,EPA,Nutrients,MT_yr,d) EPA,SEAK,238.46005166519444,161.14050582277574,356.7748229289359,187.7169449263333,295.5050689316156
1984,EPA,Nutrients,MT_yr,d) EPA,CAK,272.03515079316196,200.25251351330326,406.9311332278561,222.55531826328303,348.12721040868087
1984,EPA,Nutrients,MT_yr,d) EPA,BS,409.75842809213395,291.67414459273107,619.4395469033467,341.60703847780513,514.0031167264312
1984,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.4436024393508537,1.7835288236448694,3.0899804805705586,2.088289282731947,2.7976893962868266
1984,Hg,Contaminants,kg_yr,i) Hg,SEAK,0.9816935604770108,0.7117795556010535,1.2899630843762142,0.8235216773744246,1.1586625276258453
1984,Hg,Contaminants,kg_yr,i) Hg,CAK,1.2586948699654812,0.9333462850744493,1.5744803168604395,1.0729074887535672,1.4408933974959584
1984,Hg,Contaminants,kg_yr,i) Hg,BS,2.1380588550661734,1.5634056844138788,2.6924593342547833,1.7890457045334918,2.447871239532219
1984,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5171511972175511,0.3626519498254984,0.6932786646711366,0.42893789551437417,0.6078583756929061
1984,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.19747710309337346,0.13687979708731363,0.2801608537092304,0.15991849624152005,0.23863073900122622
1984,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.2836461766547884,0.19693849753113307,0.3846777940409079,0.23258194496220286,0.3365472715418766
1984,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5268585623908659,0.36849221633858925,0.7035527626616234,0.4323656568390792,0.6176426528313208
1984,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.075123108156283,0.04090459127576403,0.13047209046329078,0.052504799309566114,0.10079888491487668
1984,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03444461612366737,0.016188040349888612,0.08497138721622122,0.021124724076376625,0.056413409488929644
1984,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03427797319761135,0.018236413109132543,0.06906065028035224,0.02340104678200372,0.05066381502039534
1984,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.049380229450617666,0.028708531873946994,0.08463402424222549,0.0366146574019002,0.06500661000776914
1984,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5270052738026683,0.30410156422855184,0.8610009917593942,0.3700270161538032,0.7178438887107639
1984,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.22872190167671855,0.1278736228802109,0.4344570725226806,0.15829471686016236,0.34104823371509496
1984,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.27472640339884247,0.16129838413920644,0.4666118329332126,0.20091546869154392,0.3812763931107807
1984,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3965606435329507,0.22879154348300373,0.6543344384057034,0.2891760530771831,0.5475741006824473
1985,N,Nutrients,MT_yr,a) N,BCWC,2749.5137792136156,2456.3386062603995,3147.897780941302,2592.351417143837,3005.270201553949
1985,N,Nutrients,MT_yr,a) N,SEAK,1840.0669405623978,1580.2944412459847,2116.9775861747976,1672.9992368430562,1992.8533585037267
1985,N,Nutrients,MT_yr,a) N,CAK,1750.2823959118605,1539.265413437677,1987.8073647729245,1620.0105737912186,1882.281387969006
1985,N,Nutrients,MT_yr,a) N,BS,2120.7653991877114,1854.0952886208413,2402.788252145373,1942.2392023748907,2284.7196687937176
1985,P,Nutrients,MT_yr,b) P,BCWC,306.90645957461965,257.0282853867871,370.4407868159344,276.5737259650339,342.224136897167
1985,P,Nutrients,MT_yr,b) P,SEAK,203.3323387540352,167.2925320536312,249.34943762664847,179.08894390165938,228.28333867439642
1985,P,Nutrients,MT_yr,b) P,CAK,194.6337365212924,162.321813226277,232.78907371425825,174.6745914914611,216.3012194645605
1985,P,Nutrients,MT_yr,b) P,BS,235.73720076466321,194.84272776233382,281.91645317029906,210.8410586787317,262.8160965565021
1985,DHA,Nutrients,MT_yr,c) DHA,BCWC,700.3507912450161,520.7959207884712,1008.0763776045703,595.3497872248047,868.4551185951058
1985,DHA,Nutrients,MT_yr,c) DHA,SEAK,382.2731854245243,267.9093447084562,575.5774653271684,317.49391860823954,468.37008179264325
1985,DHA,Nutrients,MT_yr,c) DHA,CAK,430.0915296886516,312.288845123946,613.9700721702416,364.02896561003257,525.66277239525175
1985,DHA,Nutrients,MT_yr,c) DHA,BS,622.055236144533,438.81206859417523,946.5249810195014,517.6090128873716,764.9917244118487
1985,EPA,Nutrients,MT_yr,d) EPA,BCWC,483.4590828058293,355.5590481423204,742.5891499591752,400.49335692439627,605.098907337001
1985,EPA,Nutrients,MT_yr,d) EPA,SEAK,246.04976581819506,165.34101598005913,366.34782120925,192.91906132649095,304.5565769496226
1985,EPA,Nutrients,MT_yr,d) EPA,CAK,274.9244696971539,203.01748171108363,410.12788367387657,226.77245931375188,352.254857291386
1985,EPA,Nutrients,MT_yr,d) EPA,BS,407.84530352552724,290.06548477794286,614.7639439039706,339.803596192655,508.02686683422553
1985,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.5167991094023012,1.8500020278778009,3.151195306462369,2.1352894063435968,2.8845023152862836
1985,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.0112277077126088,0.7329552920050417,1.3312045411106999,0.8489946591249785,1.1930674797062535
1985,Hg,Contaminants,kg_yr,i) Hg,CAK,1.2743050370017581,0.9502555915526193,1.5984901299668737,1.081078153674837,1.4614401232256047
1985,Hg,Contaminants,kg_yr,i) Hg,BS,2.1146797279336162,1.5405887400956026,2.659694934521313,1.7840202726890053,2.421364503368212
1985,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5291587934532824,0.37131284997723524,0.7097948805151724,0.4386711478850992,0.6240441363095209
1985,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.20231041675762576,0.13994718630123873,0.2886753537893059,0.16462683823136187,0.2464050365776316
1985,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.2903076785640042,0.20032884935096634,0.39393781839711683,0.23909938371529105,0.34177522231416524
1985,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.521950032389167,0.3663542281301328,0.6939570832004789,0.43066554507537147,0.6151506297077716
1985,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.07693001996754006,0.042238734014915985,0.133807066117487,0.054376878428854594,0.10460306426898336
1985,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03546777133688359,0.016922634037543377,0.08959619298393337,0.021449114650439905,0.05777514706446845
1985,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.034922554183487484,0.01857777067994942,0.07034296942878401,0.023978223631367816,0.05144488846855465
1985,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.0484983327817516,0.02833948813790505,0.08403631565275149,0.03559521223891866,0.0638108590410915
1985,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5409225305280914,0.3150024693233412,0.8878477802715244,0.3796625487729486,0.7388071736708728
1985,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2344045456900649,0.1324523212470975,0.4476845593980782,0.16217597776455941,0.35249682870942756
1985,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.28037690038325824,0.16460805633878178,0.47282310030667096,0.20316866003889802,0.38852740632492805
1985,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3941657910615619,0.22729037680483452,0.6519010006118069,0.28677047453555526,0.5464754204583688
1986,N,Nutrients,MT_yr,a) N,BCWC,2842.3084902017135,2538.8676247054614,3243.6652553563845,2658.8406090423678,3083.3586455915215
1986,N,Nutrients,MT_yr,a) N,SEAK,1889.325962222581,1612.4754039940804,2160.8309797224883,1714.2688711641904,2038.4519493749085
1986,N,Nutrients,MT_yr,a) N,CAK,1768.2424499807466,1554.0810882649525,2014.3868259801911,1641.0054610787815,1897.9730524713239
1986,N,Nutrients,MT_yr,a) N,BS,2107.616683689218,1847.2918770816955,2378.686112905023,1936.0093608130205,2276.33491867561
1986,P,Nutrients,MT_yr,b) P,BCWC,316.05796877956817,264.5535221829588,381.9493871388271,283.9309764791144,354.67251373216936
1986,P,Nutrients,MT_yr,b) P,SEAK,208.17946765932828,170.25103400096725,254.66327365663207,183.64552542435985,234.29152830570027
1986,P,Nutrients,MT_yr,b) P,CAK,196.74348028961268,163.72482467719993,235.86173780160033,175.88578886829782,218.2550049908999
1986,P,Nutrients,MT_yr,b) P,BS,233.1861529041324,194.63130618594562,279.0373335149034,209.43343114900662,260.9980732375269
1986,DHA,Nutrients,MT_yr,c) DHA,BCWC,718.1811870505153,532.8572855390312,1034.5851600369517,612.0068426513005,888.8344848607389
1986,DHA,Nutrients,MT_yr,c) DHA,SEAK,391.41493724621944,274.42143523757727,589.7361230010189,325.5066593586393,481.04893709508383
1986,DHA,Nutrients,MT_yr,c) DHA,CAK,436.9124711734695,314.82647588497355,617.9980451386693,367.08002368867443,528.1374940019101
1986,DHA,Nutrients,MT_yr,c) DHA,BS,616.2909284143803,434.5315732339193,932.417525289545,514.2031750068679,758.5219580534474
1986,EPA,Nutrients,MT_yr,d) EPA,BCWC,496.1441777520663,362.7058315660165,757.990048849721,410.2586761073265,624.5121911243558
1986,EPA,Nutrients,MT_yr,d) EPA,SEAK,249.12422194798847,169.61178904829399,373.19680194560874,197.93318564863577,311.84526111325596
1986,EPA,Nutrients,MT_yr,d) EPA,CAK,276.8490776926701,206.5497627871287,413.0939462660699,231.07514918141226,353.35737479558253
1986,EPA,Nutrients,MT_yr,d) EPA,BS,404.509514780999,288.64464853436937,611.6676160647662,336.1754807490542,506.0138386308362
1986,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.5942208923365406,1.903572135230659,3.228611475565115,2.2000449716193557,2.9726691284571864
1986,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.0314209136590569,0.7459656593493844,1.346237249022539,0.8654981936256154,1.211771959870215
1986,Hg,Contaminants,kg_yr,i) Hg,CAK,1.2854237433626055,0.964231398732196,1.6203541731151905,1.090516835529191,1.480649479879926
1986,Hg,Contaminants,kg_yr,i) Hg,BS,2.1076552633343173,1.5265728240897618,2.6373307058940236,1.7750464200237566,2.396971022881206
1986,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5431455864006477,0.37911830671328617,0.7203222599693077,0.45077050215165537,0.638338822136649
1986,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.20726495264510716,0.14292558379214654,0.2964496722999902,0.16870438373518173,0.25241612671539504
1986,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.29502801131214923,0.2049264387711538,0.3970584540318694,0.243888328785566,0.348036443306038
1986,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5153032195370183,0.3625098473749284,0.6862484075126856,0.42951263267464557,0.6129723057009928
1986,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.07975600982270589,0.04377392365488831,0.13786216560088838,0.0562053665100646,0.10836823964738762
1986,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.03638095753815543,0.017339196693836677,0.09168159836488787,0.021849856976706175,0.058542993356039554
1986,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03535814794034223,0.018770132525653953,0.0712282652557675,0.024125001496488604,0.05171793483672764
1986,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04783893880812137,0.027794146676374046,0.08328823899974402,0.03528041738092091,0.06296716775817404
1986,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5540878004250276,0.32496142661444505,0.91234398516958,0.39209493585271704,0.7605604459093713
1986,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.2419000734987692,0.13623422919190958,0.4623914632274192,0.16692537102456823,0.35943239980721453
1986,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2834937024499177,0.16821799249261676,0.478484669862426,0.20586303418969998,0.3959232154017539
1986,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3905595238912964,0.22600656812637052,0.6462709490582534,0.28380212960083595,0.5396985240256118
1987,N,Nutrients,MT_yr,a) N,BCWC,2937.7980770030226,2613.8837602515778,3336.6616940942667,2718.295140617266,3178.278784376783
1987,N,Nutrients,MT_yr,a) N,SEAK,1912.5129813364306,1638.211542790717,2209.550990547427,1746.077151873413,2078.7669093186814
1987,N,Nutrients,MT_yr,a) N,CAK,1789.5320756093954,1571.0780117293975,2038.633703085883,1653.7890978462651,1922.4755579086632
1987,N,Nutrients,MT_yr,a) N,BS,2098.5429849080756,1835.516299234087,2368.451461853385,1929.9783963541388,2267.9688669063726
1987,P,Nutrients,MT_yr,b) P,BCWC,325.5306470083895,272.64955998648475,394.11759130501497,291.79568673644167,364.6896573472046
1987,P,Nutrients,MT_yr,b) P,SEAK,212.41825977880762,172.92325045043168,257.12600524320493,187.34322610314896,239.69118406675733
1987,P,Nutrients,MT_yr,b) P,CAK,199.2360277123417,165.14929789390888,239.01412116692825,178.1582823663584,219.66925440985636
1987,P,Nutrients,MT_yr,b) P,BS,231.73714554229622,194.3580106250172,278.9808557267667,208.71311658141954,258.9720514641237
1987,DHA,Nutrients,MT_yr,c) DHA,BCWC,738.1032743372518,548.2451760580882,1057.5982086529848,626.9323595391081,915.1333297326024
1987,DHA,Nutrients,MT_yr,c) DHA,SEAK,396.3768180045465,279.52058568781683,596.5160100216167,332.05928879683347,492.00803542575795
1987,DHA,Nutrients,MT_yr,c) DHA,CAK,443.5060446666713,318.7771489400519,624.6173410932363,369.9012011097888,532.2986329683287
1987,DHA,Nutrients,MT_yr,c) DHA,BS,612.8849490529078,433.1969504410969,929.854788689122,510.3516147822779,756.7799560572843
1987,EPA,Nutrients,MT_yr,d) EPA,BCWC,505.44402757255307,371.5293535058619,782.0353296711025,420.42925334249554,638.9880089537106
1987,EPA,Nutrients,MT_yr,d) EPA,SEAK,253.29127082318007,173.09681293400112,378.5052944389464,201.21616154158198,317.0045212982895
1987,EPA,Nutrients,MT_yr,d) EPA,CAK,278.8790617513039,209.57436922773104,413.4090755598071,234.6335801946294,354.18938118623566
1987,EPA,Nutrients,MT_yr,d) EPA,BS,399.5290201191643,287.79422434293247,611.115412327064,334.49253921228484,506.3867036659485
1987,Hg,Contaminants,kg_yr,i) Hg,BCWC,2.6722509324413304,1.9488445786674324,3.298595169357613,2.2675300939709944,3.0557678120667653
1987,Hg,Contaminants,kg_yr,i) Hg,SEAK,1.0478123287644796,0.755544567578263,1.3678196201671171,0.8830555373797844,1.2357289545631907
1987,Hg,Contaminants,kg_yr,i) Hg,CAK,1.299710654950311,0.9704149881197978,1.6330878943633715,1.0971067336882114,1.492175182185243
1987,Hg,Contaminants,kg_yr,i) Hg,BS,2.093219406966284,1.5096880870255371,2.6339460896693225,1.7603912231983219,2.3846556167150634
1987,DDTs,Contaminants,kg_yr,k) DDTs,BCWC,0.5575476232401897,0.38649858296515677,0.7310706683984274,0.4612436625882691,0.6531322056848352
1987,DDTs,Contaminants,kg_yr,k) DDTs,SEAK,0.21253348302704206,0.14695215871041067,0.30153846290496833,0.17162354296532223,0.25873833005686325
1987,DDTs,Contaminants,kg_yr,k) DDTs,CAK,0.29964765684166783,0.20860250883032616,0.40245564773239234,0.24835022150500544,0.35338684549677263
1987,DDTs,Contaminants,kg_yr,k) DDTs,BS,0.5115994091709481,0.358945438821619,0.6809370533943779,0.4239667865050639,0.6082940326320573
1987,PBDEs,Contaminants,kg_yr,l) PBDEs,BCWC,0.08257144847877976,0.04520802185585704,0.14283625081647472,0.05795423416934743,0.11237870344846325
1987,PBDEs,Contaminants,kg_yr,l) PBDEs,SEAK,0.0371873374134644,0.01726391933748219,0.09349421796010633,0.022230649544774515,0.060061584366911974
1987,PBDEs,Contaminants,kg_yr,l) PBDEs,CAK,0.03573035065107758,0.018948194682743443,0.07145532758085354,0.024280704716016156,0.05254979001755621
1987,PBDEs,Contaminants,kg_yr,l) PBDEs,BS,0.04754080254499079,0.02806248906471385,0.082340115619579,0.034905550066948926,0.06286442615779544
1987,PCBs,Contaminants,kg_yr,j) PCBs,BCWC,0.5717459891831724,0.3353285004886167,0.9357043721161524,0.4040351891914541,0.784233089514391
1987,PCBs,Contaminants,kg_yr,j) PCBs,SEAK,0.24818708732967135,0.1390752237125618,0.47271661788579294,0.1719492104402551,0.3647384056982065
1987,PCBs,Contaminants,kg_yr,j) PCBs,CAK,0.2846187750095184,0.1698377041424018,0.4861723862434178,0.20911969812479816,0.40340987541869017
1987,PCBs,Contaminants,kg_yr,j) PCBs,BS,0.3866756059355514,0.22718296013873865,0.6434476156429957,0.284139313431532,0.5356642585581606
1988,N,Nutrients,MT_yr,a) N,BCWC,3021.7572020536786,2675.248248225027,3432.8820187567517,2796.226214143903,3267.356074885462
1988,N,Nutrients,MT_yr,a) N,SEAK,1943.351252005311,1669.8523702745272,2251.3657974638227,1776.3210837159988,2114.017121073664
1988,N,Nutrients,MT_yr,a) N,CAK,1800.9526911676005,1579.4323275952404,2051.7975457936245,1674.3868737972098,1930.5134150788526
1988,N,Nutrients,MT_yr,a) N,BS,2088.190507285629,1829.546531152499,2365.9081255790693,1929.719383313346,2256.799276027663
