chemical,year,species,location,median,low75,high75,low50,high50,type,group,units
Hg,2000,Sockeye,CentralAK,516512.3632532207,381048.0121518564,681574.3577564913,440886.6477180133,615603.4280904701,Contaminants,Species,kg
Hg,2000,Sockeye,SEAK,55560.12468876703,40061.020234046584,73348.0615699173,46648.5598315458,65433.84143267755,Contaminants,Species,kg
Hg,2001,Chinook,BCWC,663661.6919926117,475809.22373354423,878408.1502620263,555001.7140004814,790286.0690817708,Contaminants,Species,kg
Hg,2001,Chinook,BeringSea,211370.6408945276,149381.2599405865,284594.75585006305,174089.30819125564,250899.3881950058,Contaminants,Species,kg
Hg,2001,Chinook,CentralAK,38773.134988769976,27412.169482453468,50814.55104320038,32188.185942078915,45658.206584064515,Contaminants,Species,kg
Hg,2001,Chinook,SEAK,40190.07155272299,28221.28207506482,52855.695321234096,32398.25406103696,47215.18208792187,Contaminants,Species,kg
Hg,2001,Chum,BCWC,1147309.0830078945,809415.3717140945,1568220.8933030318,937348.1481487677,1360716.1390879336,Contaminants,Species,kg
Hg,2001,Chum,BeringSea,624660.6632685561,437801.9947922583,826116.5928466712,509341.55720231193,737675.6429053424,Contaminants,Species,kg
Hg,2001,Chum,CentralAK,312893.04582794104,222179.77662165457,420552.6409439705,258483.47240832032,373294.1497056178,Contaminants,Species,kg
Hg,2001,Chum,SEAK,604818.9069709489,414198.6781659067,846861.8564862986,485016.52236639784,736042.8551773853,Contaminants,Species,kg
Hg,2001,Coho,BCWC,219399.6015128487,155590.43457935724,300775.2554147058,178562.99173336828,263781.4057885005,Contaminants,Species,kg
Hg,2001,Coho,BeringSea,34207.8302646662,23786.77370237149,47488.947390298716,27842.52296406716,41111.62232297969,Contaminants,Species,kg
Hg,2001,Coho,CentralAK,129491.26295004085,93080.20135203005,176236.05480375324,107751.5773819352,152788.6849395205,Contaminants,Species,kg
Hg,2001,Coho,SEAK,136001.24019406142,96197.04862961618,186381.41506196666,112400.967886934,160690.81093754724,Contaminants,Species,kg
Hg,2001,Pink,BCWC,347366.09212379006,243768.4872399755,499439.6186928053,285335.2378174809,425189.73675514106,Contaminants,Species,kg
Hg,2001,Pink,BeringSea,44664.52521241555,30047.78403724457,64105.33974539619,35630.582389438845,54632.773897661114,Contaminants,Species,kg
Hg,2001,Pink,CentralAK,389899.443037836,268519.28531588695,560341.9051710587,316444.2772502781,470402.96544218354,Contaminants,Species,kg
Hg,2001,Pink,SEAK,754333.672168096,519508.9365641627,1097774.9476579223,612792.588612037,940958.0409013398,Contaminants,Species,kg
Hg,2001,Sockeye,BCWC,727572.8734450319,520753.35249055346,964253.4724098439,612474.0285899929,849122.867308728,Contaminants,Species,kg
Hg,2001,Sockeye,BeringSea,980176.283887278,711350.2522209819,1303336.2629478406,818759.4354726579,1149672.5987322023,Contaminants,Species,kg
Hg,2001,Sockeye,CentralAK,523935.97471963527,383652.3747161024,691694.261493879,445139.89790867164,622792.9732487156,Contaminants,Species,kg
Hg,2001,Sockeye,SEAK,54893.95969158258,39877.35509493576,72821.67050450886,46393.15927859942,64473.97626147747,Contaminants,Species,kg
Hg,2002,Chinook,BCWC,662446.5925269785,473538.8738809617,879790.0329963175,554928.7886525327,785615.9848488664,Contaminants,Species,kg
Hg,2002,Chinook,BeringSea,202644.66637814222,145626.35715152032,276268.8318020615,168935.87237557306,244066.77025019276,Contaminants,Species,kg
Hg,2002,Chinook,CentralAK,37125.109594599766,26143.20908053593,48553.07031160621,30743.66817781745,43794.01672110428,Contaminants,Species,kg
Hg,2002,Chinook,SEAK,38308.96397105698,27160.970358721977,50891.57341596286,31294.499197481782,44940.87208632379,Contaminants,Species,kg
Hg,2002,Chum,BCWC,1115776.0140641844,782051.3927625645,1519299.4665142049,913265.1393392103,1320926.1175905915,Contaminants,Species,kg
Hg,2002,Chum,BeringSea,635454.6375165505,446038.3396755995,843666.4347053232,517513.5854019994,748073.1259420753,Contaminants,Species,kg
Hg,2002,Chum,CentralAK,310573.4378805685,220255.65063473617,418098.4382589916,258104.02672116144,372726.86049110664,Contaminants,Species,kg
Hg,2002,Chum,SEAK,567903.7337105845,391113.6021638215,793505.060790509,458045.33467850636,692701.7485773171,Contaminants,Species,kg
Hg,2002,Coho,BCWC,226975.94145538576,159847.4886793695,313592.56914575584,184997.82688633198,273941.44706268405,Contaminants,Species,kg
Hg,2002,Coho,BeringSea,32214.074630837036,22314.32029033465,44520.23671256974,26402.69333392699,38867.927073008505,Contaminants,Species,kg
Hg,2002,Coho,CentralAK,127454.18697924264,92184.9646157945,173718.06019763288,106469.96810972651,150999.9363168842,Contaminants,Species,kg
Hg,2002,Coho,SEAK,133087.6778586725,94421.00559396297,181405.25182055953,110537.56639197675,157576.6243318587,Contaminants,Species,kg
Hg,2002,Pink,BCWC,353668.85311841825,248946.8556396754,507546.3329798359,289929.7151542368,429980.924504623,Contaminants,Species,kg
Hg,2002,Pink,BeringSea,45325.82429504811,30651.155996086254,66039.68580172274,36540.34128877288,55675.302687209,Contaminants,Species,kg
Hg,2002,Pink,CentralAK,393988.423827836,270657.3972031945,567819.3056356482,318945.3660315,476076.6731385349,Contaminants,Species,kg
Hg,2002,Pink,SEAK,762570.0258226988,524243.2276451644,1114240.652125141,619665.4405284746,956610.4730303704,Contaminants,Species,kg
Hg,2002,Sockeye,BCWC,730202.4751878193,523209.5317393667,968786.1450530501,617860.678019353,851509.9349605814,Contaminants,Species,kg
Hg,2002,Sockeye,BeringSea,969208.4760947481,706949.9238850195,1290609.5805959392,814391.6987854678,1143862.7388344232,Contaminants,Species,kg
Hg,2002,Sockeye,CentralAK,527327.8735528884,388825.65462958283,702932.7834298576,447745.1048055745,629805.1289814775,Contaminants,Species,kg
Hg,2002,Sockeye,SEAK,54507.419749638604,39639.49276197932,72063.66685060375,45778.40036311061,63503.29276203194,Contaminants,Species,kg
Hg,2003,Chinook,BCWC,657435.4228158342,467055.173351339,869545.3777046876,549293.4857084411,778728.93883831,Contaminants,Species,kg
Hg,2003,Chinook,BeringSea,192576.7835865512,138248.8467648154,264931.28117245727,162544.59497583492,234002.9781997043,Contaminants,Species,kg
Hg,2003,Chinook,CentralAK,35318.672699467046,24899.32750531291,46404.68442252013,29272.813681835567,41857.09226084805,Contaminants,Species,kg
Hg,2003,Chinook,SEAK,36275.66940343953,25749.112975405176,48502.48440874269,29605.145471561154,42811.037286377396,Contaminants,Species,kg
Hg,2003,Chum,BCWC,1085480.409687445,753290.3674212581,1459818.1683036345,877980.4195871518,1274792.9591265041,Contaminants,Species,kg
Hg,2003,Chum,BeringSea,647254.8372137602,452946.87687310466,852948.8469340766,524918.5555103,759434.1998524348,Contaminants,Species,kg
Hg,2003,Chum,CentralAK,308017.04201009247,219103.98182221962,415620.42551434116,257395.19586258027,370983.9722942522,Contaminants,Species,kg
Hg,2003,Chum,SEAK,527762.4980989564,362689.8729217799,741753.9456780353,426386.4162090825,643017.1133961105,Contaminants,Species,kg
Hg,2003,Coho,BCWC,232149.00734993196,163106.80855510532,319261.2807734022,189573.89025495804,279244.756478177,Contaminants,Species,kg
Hg,2003,Coho,BeringSea,30727.5423812975,21320.74903665755,42036.412100865084,25211.514815583323,37132.28679119776,Contaminants,Species,kg
Hg,2003,Coho,CentralAK,126235.58589304681,90509.58091107271,172736.24112448568,104430.21106822822,150623.12461996207,Contaminants,Species,kg
Hg,2003,Coho,SEAK,130198.02461738569,91913.9993911832,177679.69489560297,108334.20570323593,154980.40967087937,Contaminants,Species,kg
Hg,2003,Pink,BCWC,359821.99370361527,252337.35481783797,517786.2483012264,294351.89223507507,436720.22717245057,Contaminants,Species,kg
Hg,2003,Pink,BeringSea,46195.37084314783,31791.027874681015,66650.56614786337,37462.12346676141,56923.08161376639,Contaminants,Species,kg
Hg,2003,Pink,CentralAK,395040.5088919755,273556.1251503306,572108.2835595577,321316.4289687229,481645.68777469127,Contaminants,Species,kg
Hg,2003,Pink,SEAK,762511.4682178119,528270.6475943963,1110357.950229987,620320.9024425008,962382.1109378377,Contaminants,Species,kg
Hg,2003,Sockeye,BCWC,732507.8726356521,524086.5058751571,971371.5033512269,618257.9644263214,849238.8419799176,Contaminants,Species,kg
Hg,2003,Sockeye,BeringSea,961771.1043036019,702181.3268217964,1279791.6794932417,809014.6227822795,1129408.101013425,Contaminants,Species,kg
Hg,2003,Sockeye,CentralAK,533629.2511375309,391038.80235320464,707932.1239324217,451207.7098249353,634858.0332281905,Contaminants,Species,kg
Hg,2003,Sockeye,SEAK,54165.893597636314,39111.672278452745,71785.77841366814,45456.297733125975,62806.12827865179,Contaminants,Species,kg
Hg,2004,Chinook,BCWC,648780.0752258556,464201.75361527427,847388.0190720808,537473.0249369035,766248.5188101283,Contaminants,Species,kg
Hg,2004,Chinook,BeringSea,182609.88280653977,130170.76741459449,246807.21997470272,152141.88979910847,219426.4031862197,Contaminants,Species,kg
Hg,2004,Chinook,CentralAK,33628.00438521615,23719.738656464815,44181.07075079378,27699.66434703993,39581.38442383378,Contaminants,Species,kg
Hg,2004,Chinook,SEAK,33942.03826624409,24380.84535955458,45563.37397061175,27970.210878316077,40362.823075056345,Contaminants,Species,kg
Hg,2004,Chum,BCWC,1043779.0123073752,725936.1755796853,1401491.8585066132,843567.159637071,1232091.4495433043,Contaminants,Species,kg
Hg,2004,Chum,BeringSea,658663.8499013495,458428.7811615531,871855.1363273379,534947.7602382749,773147.7013942541,Contaminants,Species,kg
Hg,2004,Chum,CentralAK,306257.92482109193,219525.0481208288,415764.8873784354,255589.41470354397,367458.65176724864,Contaminants,Species,kg
Hg,2004,Chum,SEAK,487747.5359703165,336717.1077405555,685437.0868366358,394834.97426001495,588580.510141157,Contaminants,Species,kg
Hg,2004,Coho,BCWC,235017.02120954776,166923.02457541943,323856.45132492494,193294.026436674,282916.9183035899,Contaminants,Species,kg
Hg,2004,Coho,BeringSea,29566.67333015649,20581.45457412061,40676.12510843157,24550.995206610714,35776.60535400914,Contaminants,Species,kg
Hg,2004,Coho,CentralAK,124503.99571006396,89075.22594562643,168841.02844256884,103623.9715373085,149665.31165244483,Contaminants,Species,kg
Hg,2004,Coho,SEAK,128456.0826676276,91092.7934603407,173102.17570606715,106385.6377772056,152396.57014683686,Contaminants,Species,kg
Hg,2004,Pink,BCWC,364085.9251142454,254373.0269755031,526050.2075581359,298458.87951190025,443180.7403746463,Contaminants,Species,kg
Hg,2004,Pink,BeringSea,46786.71313430816,32531.691686224858,68252.94143393653,38335.52617050327,57666.08976838734,Contaminants,Species,kg
Hg,2004,Pink,CentralAK,397654.04238543264,275057.39681317174,572823.7259267938,322652.5754315227,484974.2445733385,Contaminants,Species,kg
Hg,2004,Pink,SEAK,768546.6941614319,528904.6292600173,1112734.937827652,623107.7415002155,966271.0211162705,Contaminants,Species,kg
Hg,2004,Sockeye,BCWC,725123.8226328546,522393.6252527335,965909.5792884656,619497.0206498115,844237.4323410544,Contaminants,Species,kg
Hg,2004,Sockeye,BeringSea,951895.0660840867,693210.1830878484,1263367.4233722875,797571.6948327778,1121648.924957429,Contaminants,Species,kg
Hg,2004,Sockeye,CentralAK,539097.3662146005,393324.5442126523,709598.5563325665,456367.9726932838,638499.9374450636,Contaminants,Species,kg
Hg,2004,Sockeye,SEAK,53584.77236731834,38931.76749184258,70900.10815281159,45123.67960271296,62401.0710966025,Contaminants,Species,kg
Hg,2005,Chinook,BCWC,632218.7139899317,453068.35441586527,828555.3842364375,524013.3994486237,745035.8501957573,Contaminants,Species,kg
Hg,2005,Chinook,BeringSea,169073.04643894488,120606.09867381342,228349.7476158901,141485.74512107304,202437.68386236188,Contaminants,Species,kg
Hg,2005,Chinook,CentralAK,31935.718301917594,22447.450953679785,41992.769302502544,26145.080449586316,37563.02928995877,Contaminants,Species,kg
Hg,2005,Chinook,SEAK,31649.06143244989,22781.60753856676,42416.808492853634,26177.983188956,37814.17811556617,Contaminants,Species,kg
Hg,2005,Chum,BCWC,1004625.0460529581,700238.3287728067,1355086.1435631486,815320.6331409852,1188009.2462531705,Contaminants,Species,kg
Hg,2005,Chum,BeringSea,671280.2091285393,469083.94041197747,889830.485613306,545953.4510592576,789504.5087943708,Contaminants,Species,kg
Hg,2005,Chum,CentralAK,303999.7876181478,217770.77602483096,410505.46692984866,252320.20181022998,361470.3923353208,Contaminants,Species,kg
Hg,2005,Chum,SEAK,445032.4002129759,306150.21783651673,620896.9998883589,360661.7125115311,539438.3784085931,Contaminants,Species,kg
Hg,2005,Coho,BCWC,234811.68370122922,167758.83110053968,321341.1586843219,194307.39555260888,281341.11313602363,Contaminants,Species,kg
Hg,2005,Coho,BeringSea,28681.184677214136,20065.1498558498,39220.1676503784,23640.05647947327,34874.897778304134,Contaminants,Species,kg
Hg,2005,Coho,CentralAK,122798.34282452805,88551.716436199,166769.3082115199,101092.58479752742,146861.227056738,Contaminants,Species,kg
Hg,2005,Coho,SEAK,126515.96374612373,89992.01238689685,168596.23660770533,103076.00926607633,149163.4805587729,Contaminants,Species,kg
Hg,2005,Pink,BCWC,369386.56656420184,257550.01507177792,533127.1885492816,301998.2979867976,449953.96692880895,Contaminants,Species,kg
Hg,2005,Pink,BeringSea,47295.988256275225,32374.687477173677,68890.70914503964,38454.39837754803,58259.437238269325,Contaminants,Species,kg
Hg,2005,Pink,CentralAK,397309.929729761,274299.43667167367,568352.8182919405,321257.4468383539,484141.2950756334,Contaminants,Species,kg
Hg,2005,Pink,SEAK,772949.9154535191,526456.298761823,1111552.47436275,623177.507882498,956229.681368351,Contaminants,Species,kg
Hg,2005,Sockeye,BCWC,721646.8005732016,520282.2149589543,958419.558067858,615139.5152069426,845692.1272585613,Contaminants,Species,kg
Hg,2005,Sockeye,BeringSea,942574.5365202439,690674.0290939661,1250254.7135536433,792021.7007633272,1111264.3714941577,Contaminants,Species,kg
Hg,2005,Sockeye,CentralAK,544396.5718740423,395895.17494347197,714880.9713575236,460189.6071926742,640121.723666287,Contaminants,Species,kg
Hg,2005,Sockeye,SEAK,52960.757045568775,38316.419455639225,70423.22154918806,44853.04486984456,62113.338423640875,Contaminants,Species,kg
Hg,2006,Chinook,BCWC,617879.7628264457,440655.1398062665,797181.6363975134,506959.98562114453,720456.2434160047,Contaminants,Species,kg
Hg,2006,Chinook,BeringSea,153954.40583428158,110589.39388171551,207076.53644954134,128709.53755096906,185199.27038725227,Contaminants,Species,kg
Hg,2006,Chinook,CentralAK,30168.437038400298,21219.31271784174,39517.15715795168,24691.009135935128,35646.87471472864,Contaminants,Species,kg
Hg,2006,Chinook,SEAK,29426.89257567792,21165.20217593715,39433.32710432689,24494.780272275188,35167.9481470612,Contaminants,Species,kg
Hg,2006,Chum,BCWC,962407.7270295862,674321.5432583811,1309698.3360054598,785484.4312420723,1139965.8843103505,Contaminants,Species,kg
Hg,2006,Chum,BeringSea,684327.8350194206,481197.6221106758,901725.2645035579,554950.4845986859,807183.794300784,Contaminants,Species,kg
Hg,2006,Chum,CentralAK,301143.92105663265,215025.52324779012,406218.80736548716,250253.60399152973,356952.803940651,Contaminants,Species,kg
Hg,2006,Chum,SEAK,405083.88444811385,277307.87141599203,561312.6035552089,323181.19124854886,490252.43613796623,Contaminants,Species,kg
Hg,2006,Coho,BCWC,234338.3404307702,168058.94540397485,321823.26820785645,194323.72519604495,278507.09385569266,Contaminants,Species,kg
Hg,2006,Coho,BeringSea,28147.830565270182,19452.107258078267,38201.73305934289,22896.614146794993,33824.00593390964,Contaminants,Species,kg
Hg,2006,Coho,CentralAK,121134.85382922874,86381.9571230174,164999.7606960822,99603.51755759495,142867.1193976236,Contaminants,Species,kg
Hg,2006,Coho,SEAK,125035.90835353485,88786.69513888589,166181.3651363195,101806.66582423626,146826.9469322636,Contaminants,Species,kg
Hg,2006,Pink,BCWC,373733.12460545066,258899.494511063,541639.7643702835,304167.2639641953,458799.53100448736,Contaminants,Species,kg
Hg,2006,Pink,BeringSea,47289.64067425522,32298.9959078529,69380.89555081526,38375.2646227492,58877.426386352774,Contaminants,Species,kg
Hg,2006,Pink,CentralAK,396440.5380857504,273582.7710353946,566475.361396742,320280.89576982777,482015.2276202877,Contaminants,Species,kg
Hg,2006,Pink,SEAK,773919.138218879,527710.6224153967,1114261.381508321,625583.283360615,957818.6869035073,Contaminants,Species,kg
Hg,2006,Sockeye,BCWC,718686.1818320316,521713.50470022496,953834.9786536243,612475.2819723149,846659.3682109822,Contaminants,Species,kg
Hg,2006,Sockeye,BeringSea,933310.475819961,686837.646381608,1231096.1847243775,782965.5022558927,1100287.623270266,Contaminants,Species,kg
Hg,2006,Sockeye,CentralAK,548014.7162788424,396716.0139777175,724703.7616353289,462279.30382771767,645613.4150824184,Contaminants,Species,kg
Hg,2006,Sockeye,SEAK,52446.23449527144,38006.442635241336,69558.7815721819,44107.910923747324,61632.370131406125,Contaminants,Species,kg
Hg,2007,Chinook,BCWC,601405.6851235288,420625.7853647846,777368.8921089357,492718.2576826389,701067.391369716,Contaminants,Species,kg
Hg,2007,Chinook,BeringSea,139850.63249669346,99285.7889756026,186146.768306062,116468.8361351396,167148.40250164282,Contaminants,Species,kg
Hg,2007,Chinook,CentralAK,28493.85399611818,20130.57518777285,37276.16503231454,23401.600875466414,33508.47122690545,Contaminants,Species,kg
Hg,2007,Chinook,SEAK,27428.508666575803,19314.147562142272,36258.82884259148,22719.67436837932,32790.187380865376,Contaminants,Species,kg
Hg,2007,Chum,BCWC,923882.4711246802,647028.298297075,1263701.979575217,750591.3276869836,1100082.330565806,Contaminants,Species,kg
Hg,2007,Chum,BeringSea,697501.7221320901,488012.19194898085,919031.6406858009,561462.2004009394,822984.6314204796,Contaminants,Species,kg
Hg,2007,Chum,CentralAK,297473.07148631854,209312.79523943766,401460.65703384776,245455.57432229392,351944.21979828354,Contaminants,Species,kg
Hg,2007,Chum,SEAK,364887.18905342213,249919.6718772854,502765.0984407917,290948.112391685,444257.9116096448,Contaminants,Species,kg
Hg,2007,Coho,BCWC,232433.02877595203,167239.48407312343,320169.2862729258,192567.67187333165,278402.7316546128,Contaminants,Species,kg
Hg,2007,Coho,BeringSea,27399.57594127457,19208.64531639149,37414.74927820836,22408.174814488615,33083.382984706855,Contaminants,Species,kg
Hg,2007,Coho,CentralAK,118591.04029574268,84814.32736032127,161913.10858906584,97674.8792242487,140934.12664243142,Contaminants,Species,kg
Hg,2007,Coho,SEAK,122754.96542096845,88355.72703930523,163290.90109625782,100331.98356959484,144731.92160798452,Contaminants,Species,kg
Hg,2007,Pink,BCWC,379199.30468171363,262176.36614855984,552134.3596222023,310793.9217354236,467679.22984989826,Contaminants,Species,kg
Hg,2007,Pink,BeringSea,46841.37171872231,31624.647267630942,69045.27853791961,38039.68002949903,58323.374896672634,Contaminants,Species,kg
Hg,2007,Pink,CentralAK,394516.33151196584,272289.19739534677,562489.816390336,318706.45853064384,478847.11396848777,Contaminants,Species,kg
Hg,2007,Pink,SEAK,774785.5987415378,524570.2628347445,1113882.3640601563,627722.9289837307,961981.4490652294,Contaminants,Species,kg
Hg,2007,Sockeye,BCWC,716735.0299718201,523382.86470646417,948731.250532379,608344.2887397708,843190.1996386058,Contaminants,Species,kg
Hg,2007,Sockeye,BeringSea,925934.7740496858,679568.1516692509,1217321.4152852325,776167.6302368251,1086512.0781276063,Contaminants,Species,kg
Hg,2007,Sockeye,CentralAK,552692.2549290211,397935.147291587,727879.52672964,463982.31125553214,651049.4791505284,Contaminants,Species,kg
Hg,2007,Sockeye,SEAK,51996.300957293235,37609.486511280826,69256.52434763043,43627.03643316889,60733.41111614815,Contaminants,Species,kg
Hg,2008,Chinook,BCWC,580703.7790540191,409159.7407911175,753494.0349990842,478505.39140620414,681867.6693354861,Contaminants,Species,kg
Hg,2008,Chinook,BeringSea,125051.73419608567,88509.19956648859,166078.73779667134,103691.21138588939,150246.7257079089,Contaminants,Species,kg
Hg,2008,Chinook,CentralAK,27016.055715571776,18952.740676844205,35336.234016616654,22080.107223947667,31511.393613252614,Contaminants,Species,kg
Hg,2008,Chinook,SEAK,25481.16569462013,17959.187892593553,33809.635581555965,21091.410204307256,30422.54737956955,Contaminants,Species,kg
Hg,2008,Chum,BCWC,885204.7963160074,626014.7599048599,1202136.2659414033,721912.0982994111,1062208.7999505294,Contaminants,Species,kg
Hg,2008,Chum,BeringSea,712472.7640873659,497540.8265061648,937987.7728097113,573623.8475602343,839027.444851529,Contaminants,Species,kg
Hg,2008,Chum,CentralAK,293201.8659942979,204451.45449415775,397347.9112934754,243068.53336828196,348723.1573136666,Contaminants,Species,kg
Hg,2008,Chum,SEAK,330966.285185819,224740.0860802839,459562.8346292117,263766.6849902166,403109.80255223846,Contaminants,Species,kg
Hg,2008,Coho,BCWC,230414.51719389006,166478.51913668035,314024.7653156328,190692.11077276815,276069.2756886706,Contaminants,Species,kg
Hg,2008,Coho,BeringSea,26597.962622798434,18887.72282901755,36386.6398572715,21918.683373971566,32282.20249415057,Contaminants,Species,kg
Hg,2008,Coho,CentralAK,115410.76686129562,82774.39435738354,157927.08220316377,95932.41434225076,137296.47992392082,Contaminants,Species,kg
Hg,2008,Coho,SEAK,121786.2975123875,86366.33627579051,162150.47698122473,99356.88480098748,144801.802514399,Contaminants,Species,kg
Hg,2008,Pink,BCWC,382684.6072882656,266560.35364411585,562257.7480433453,314392.2848130758,473065.916832284,Contaminants,Species,kg
Hg,2008,Pink,BeringSea,45561.32098609151,30941.10367554878,67445.54747940219,37181.10835815835,57093.79658826189,Contaminants,Species,kg
Hg,2008,Pink,CentralAK,392743.7522536196,269135.3633550331,563343.1205630539,317269.1200737823,477274.6068331867,Contaminants,Species,kg
Hg,2008,Pink,SEAK,771689.380946253,526627.3617948034,1113141.6757003109,626357.7075800187,960719.7677399471,Contaminants,Species,kg
Hg,2008,Sockeye,BCWC,717321.7294974627,523497.55413923285,942994.6469825075,606025.7424304923,839956.0853615033,Contaminants,Species,kg
Hg,2008,Sockeye,BeringSea,918273.0375046262,672958.902351444,1207641.7461481425,770046.6210260749,1074081.4372301165,Contaminants,Species,kg
Hg,2008,Sockeye,CentralAK,557154.8919174686,402146.00296642334,735150.8341204828,465679.6538592697,657559.128124475,Contaminants,Species,kg
Hg,2008,Sockeye,SEAK,51331.14849227625,37182.2472068223,68848.05538807633,42990.16547558611,60264.75854287094,Contaminants,Species,kg
Hg,2009,Chinook,BCWC,560118.8276309907,400714.8746411161,738011.2041323585,466465.80905615777,665815.2259207441,Contaminants,Species,kg
Hg,2009,Chinook,BeringSea,111418.60009690872,78954.39126113596,150160.77824878355,92407.69544965411,133979.62232313628,Contaminants,Species,kg
Hg,2009,Chinook,CentralAK,25494.415475183338,17905.613344985642,33795.0066746226,20805.951708394496,29989.640652884264,Contaminants,Species,kg
Hg,2009,Chinook,SEAK,23739.66971663914,16816.346156195392,31406.125785081786,19653.548272364387,28338.686098243146,Contaminants,Species,kg
Hg,2009,Chum,BCWC,854335.1267899115,601181.9284502158,1164515.522327594,692145.3385656179,1028175.6817507133,Contaminants,Species,kg
Hg,2009,Chum,BeringSea,725846.9717744839,505746.4441579386,961851.7286497604,586243.4914139424,850306.4013739318,Contaminants,Species,kg
Hg,2009,Chum,CentralAK,290407.0351124236,200454.85925565218,389617.00914596964,240137.131567172,345476.2919202048,Contaminants,Species,kg
Hg,2009,Chum,SEAK,302236.13124446105,206768.8660585029,427648.11558068113,241498.68661251946,375157.0102647508,Contaminants,Species,kg
Hg,2009,Coho,BCWC,227928.6764706695,166163.94377747944,310771.77955953183,189222.42140858056,274402.4815666032,Contaminants,Species,kg
Hg,2009,Coho,BeringSea,25948.372793994393,18400.994510720535,35921.018783343694,21387.76979146945,31321.70555750194,Contaminants,Species,kg
Hg,2009,Coho,CentralAK,113516.97664311965,80717.49598507916,154130.4074361912,93843.65819820086,134934.9858260285,Contaminants,Species,kg
Hg,2009,Coho,SEAK,121562.53232072589,86401.22108000319,162838.6211419519,100107.1070268767,143914.65432288928,Contaminants,Species,kg
Hg,2009,Pink,BCWC,389753.6799237505,268735.9813527086,574023.7993311767,318373.6407866029,480629.7100398505,Contaminants,Species,kg
Hg,2009,Pink,BeringSea,43516.86724339261,30152.658809852932,65435.167918863415,35785.07425204612,55129.25717079865,Contaminants,Species,kg
Hg,2009,Pink,CentralAK,393733.0924985317,263076.81954963424,565742.4020062616,317185.6992874823,474779.1091711327,Contaminants,Species,kg
Hg,2009,Pink,SEAK,772921.8382304033,523620.2026181704,1116230.5633165585,626059.0321258337,961381.834165462,Contaminants,Species,kg
Hg,2009,Sockeye,BCWC,717237.9993651549,523250.71030656545,935856.7889714858,603067.3806508807,833045.5219972332,Contaminants,Species,kg
Hg,2009,Sockeye,BeringSea,906685.5895026694,662316.2041540508,1202209.81707359,763044.391232962,1058339.4933802243,Contaminants,Species,kg
Hg,2009,Sockeye,CentralAK,563391.447874841,404910.21710780833,743836.1391172799,469048.3598638961,665483.2894559196,Contaminants,Species,kg
Hg,2009,Sockeye,SEAK,50946.04417243258,36631.547997376016,68087.54416578825,42394.126716937964,60248.27085530196,Contaminants,Species,kg
Hg,2010,Chinook,BCWC,547519.1721728446,385663.42393209715,727663.253266731,452414.73488545633,651802.2543879688,Contaminants,Species,kg
Hg,2010,Chinook,BeringSea,100010.89114774489,70799.45162690536,136828.05805498484,82550.462200932,120654.10420647982,Contaminants,Species,kg
Hg,2010,Chinook,CentralAK,24268.273785686808,17072.22777772544,32240.802990966353,19866.49814304526,28699.79964073002,Contaminants,Species,kg
Hg,2010,Chinook,SEAK,22148.683004230457,15553.712580446496,29352.756271449984,18311.641464947937,26507.78228760831,Contaminants,Species,kg
Hg,2010,Chum,BCWC,826749.2729888316,579186.3639032155,1133210.5726728572,665463.2077628833,987578.8781050013,Contaminants,Species,kg
Hg,2010,Chum,BeringSea,740555.6380288692,512340.9961051101,977156.0384163031,595256.003456766,864784.3728600831,Contaminants,Species,kg
Hg,2010,Chum,CentralAK,286875.8052964723,197345.60651103992,386053.2923033233,237621.97838810517,340557.1858151421,Contaminants,Species,kg
Hg,2010,Chum,SEAK,285723.2935356316,195823.98484767397,403652.03835175146,229519.1185016555,354615.00546174555,Contaminants,Species,kg
Hg,2010,Coho,BCWC,225571.32946691877,164133.47301368968,307720.5901765019,186985.38027776475,271382.62197676895,Contaminants,Species,kg
Hg,2010,Coho,BeringSea,25257.6577353932,18107.182462415694,34809.2744957437,20965.296790183922,30767.463168572285,Contaminants,Species,kg
Hg,2010,Coho,CentralAK,111610.14938040667,79258.71192599318,151866.19841731098,91996.59398042268,132671.78313098787,Contaminants,Species,kg
Hg,2010,Coho,SEAK,120605.74215089993,86851.71701628795,164771.5784155287,100259.76111059882,143930.0965779677,Contaminants,Species,kg
Hg,2010,Pink,BCWC,396616.38959058514,275603.6031795897,587029.9261417887,323440.29918902786,488515.75644732575,Contaminants,Species,kg
Hg,2010,Pink,BeringSea,42091.58349605017,29245.725186314114,62796.012364856855,34430.187386784964,52734.26847689716,Contaminants,Species,kg
Hg,2010,Pink,CentralAK,390946.78941632726,261386.11861934507,569519.7520878456,317313.2860070672,478774.70183213055,Contaminants,Species,kg
Hg,2010,Pink,SEAK,775669.0078238157,523061.88272011257,1119933.1021292226,623743.7659141184,958294.2610706493,Contaminants,Species,kg
Hg,2010,Sockeye,BCWC,714544.6548674565,517215.08512962185,932160.8025105724,597742.9937710619,832052.1348857372,Contaminants,Species,kg
Hg,2010,Sockeye,BeringSea,898647.5170964368,651194.2849396146,1195706.4721925096,757981.6014652175,1051105.1359315524,Contaminants,Species,kg
Hg,2010,Sockeye,CentralAK,569489.7757466866,408423.99080512504,762186.4860559737,471449.922127459,671551.6310433174,Contaminants,Species,kg
Hg,2010,Sockeye,SEAK,50486.26932628866,36415.07482538326,67561.56920495689,42085.66655052417,59849.12480485683,Contaminants,Species,kg
