species,year,location,low75,median,high75,low50,high50,.group,type,panel,fill,data,y,x,PANEL,shape,colour,size,alpha,stroke,facet
Chum,1996,NA,2.5095735540988504,3.330331273276121,4.285230500499241,2.837044739565893,3.871557801769527,101,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1996,NA,0.7255272409837004,0.929799230902991,1.1708986620548805,0.8083909142141914,1.0621967901963503,21,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1996,NA,1.732034452362568,2.2929135823043487,3.085578060892669,1.923380020615932,2.7247562444796385,181,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1996,NA,2.7790932107438224,3.5178293461632615,4.391325755998891,3.095925787654,3.999797145525986,141,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1997,NA,1.3144380629192751,1.67117335519643,2.0934134225674734,1.4672528261877338,1.9050862836639029,62,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1997,NA,2.5584448834353464,3.40642637991495,4.362228345421111,2.904597954733246,3.949083922034971,102,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1997,NA,0.7182602326841857,0.920537258468507,1.1674114831273312,0.8040155910187926,1.05845641105294,22,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1997,NA,1.7763526129506997,2.3435388057544095,3.141538694357833,1.971824539021616,2.7870863091622655,182,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1997,NA,2.772270269468713,3.509019536639767,4.379359916841085,3.091880296714517,3.9954427117697264,142,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1998,NA,1.309522583277537,1.6873747598268545,2.1122607819745607,1.4740789474477083,1.9170459621942224,63,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1998,NA,2.587892861052128,3.4628533193795517,4.432852321055398,2.9377921415429253,3.9958221878881206,103,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1998,NA,0.7175697749536054,0.9183665874319502,1.1667456297759409,0.8044853159246493,1.055575784798506,23,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1998,NA,1.8063828788316645,2.3882714844986594,3.2126298884897753,2.009643738569049,2.851779102842622,183,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1998,NA,2.765193149892205,3.5058525685161452,4.368865870870753,3.0844909014729756,4.0096832393957555,143,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,1999,NA,1.3214069084232272,1.6955703845240735,2.1202323420846696,1.4777085973305912,1.9347997780322532,64,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,1999,NA,2.583066374016326,3.4687009971893694,4.442415402612121,2.9546892503750875,3.996684417808284,104,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,1999,NA,0.7175952402288316,0.9224441604820295,1.164703627650536,0.8046036974094417,1.0607558910253614,24,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,1999,NA,1.8416751666153164,2.4284810373650307,3.2834046155014933,2.0415507758994713,2.910121100953398,184,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,1999,NA,2.7789275212842606,3.504608688176999,4.3902286209243755,3.0803066493745064,4.0131272321160205,144,Contaminants,g) Species contaminants,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2000,NA,1.326159944169587,1.692642277812772,2.122947042659365,1.47480588227592,1.9305888970372698,65,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2000,NA,2.56319511484691,3.42972298792813,4.401826202722708,2.9225127516581955,3.977618754269444,105,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2000,NA,0.7180282378231324,0.9249944477425942,1.1721621522887402,0.8067795744392476,1.0639338479875375,25,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2000,NA,1.877567666732785,2.4669586151140996,3.375949722624592,2.0765930307394234,2.965580236006884,185,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2000,NA,2.775849212340466,3.5055485941336424,4.384017912470127,3.0876300062839763,4.014577344279562,145,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2001,NA,1.3235931799508456,1.6892531659297059,2.108518656177035,1.474548280294492,1.9224042336206846,66,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2001,NA,2.5423264648953827,3.382014890616368,4.323056503205471,2.8797656863059307,3.9259478973345487,106,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2001,NA,0.7182605180255999,0.9305175104173122,1.187513196716802,0.8086765214528304,1.0691256443896104,26,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2001,NA,1.9025135686235002,2.5015960132482657,3.4161838406095955,2.108538819211199,3.001209880259275,186,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2001,NA,2.7569764919173854,3.5143229440734665,4.373165711325598,3.095727624200178,3.992522883555762,146,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2002,NA,1.3067591499319053,1.6646017858422573,2.083826610298823,1.4444369626388283,1.9061027454019932,67,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2002,NA,2.474995100181341,3.309375899038189,4.196134249431239,2.80380549819216,3.840056067217116,107,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2002,NA,0.7175165235054264,0.9338183698664015,1.1938050762689578,0.8105322489979644,1.0707101729942181,27,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2002,NA,1.9236334768657648,2.5416383306705077,3.465135382195857,2.1397690719221405,3.0347803187078983,187,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2002,NA,2.7686588741605616,3.5185504801952074,4.378679512327907,3.0924359128451697,3.992501147700744,147,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2003,NA,1.2703364306256186,1.633249730207307,2.033645034357347,1.4144591509296707,1.8721278910908548,68,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2003,NA,2.4120277148076736,3.217428262188618,4.094266827183825,2.7455493944692293,3.70470044229181,108,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2003,NA,0.7180657721716753,0.9334872868010122,1.1939826879832136,0.8115415009405293,1.0694769392897554,28,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2003,NA,1.9303980234978186,2.5573562603901143,3.5120747995967334,2.1537729123681233,3.0560448512061145,188,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2003,NA,2.768948147508221,3.5095753264181972,4.370976366496825,3.088844782727444,3.985228858101573,148,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2004,NA,1.2359637329794184,1.5881519337256016,1.9836385409397395,1.3759664895307275,1.8170513984143788,69,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2004,NA,2.3495374396653466,3.1405428744518344,3.999754921272319,2.6621080937755424,3.594470532231277,109,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2004,NA,0.7158005264147342,0.9289350569123784,1.1891571198362705,0.807570980112958,1.068139203825695,29,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2004,NA,1.9423133477434946,2.579049432857097,3.5192886494911746,2.1705522768928978,3.0711844958882737,189,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2004,NA,2.748468683699394,3.5075555760986665,4.348509451648748,3.077528813888707,3.9877532216355878,149,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2005,NA,1.1909799584076628,1.5263991541734008,1.9169156354264654,1.32826439865561,1.7528432153534292,70,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2005,NA,2.2879321317251238,3.0506318208948535,3.8888190463674217,2.5741671582237236,3.484553781693306,110,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2005,NA,0.7082853407976026,0.9213661907475834,1.1730084391636193,0.7965812300449344,1.062702315925883,30,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2005,NA,1.9355711581862476,2.5882900887456195,3.5543253685996263,2.178169994053396,3.0774687644695224,190,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2005,NA,2.747987745560531,3.4919356269689716,4.337140654180221,3.0697403675140302,3.9602583778571128,150,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2006,NA,1.1388864791613984,1.463948388698209,1.8389540610840576,1.270140031032583,1.6812005137605313,71,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2006,NA,2.217291056924615,2.962484479091434,3.777060005713601,2.496857923779121,3.387291012116485,111,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2006,NA,0.7027725284977975,0.9095720068418934,1.1578364258030565,0.7907880058148435,1.048766913492757,31,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2006,NA,1.9457671514201649,2.5860255935753695,3.542101858924202,2.1801679589309755,3.077732499967148,191,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2006,NA,2.746022607511885,3.4777679647894484,4.323449398844151,3.054994736016775,3.9416792387104933,151,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2007,NA,1.0878512521867727,1.3995961201523253,1.7623768129230215,1.213820944372109,1.6031818347983577,72,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2007,NA,2.1613681360284103,2.8788399301780494,3.6587463936809805,2.4354915159386357,3.2856258476241407,112,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2007,NA,0.6970301289515761,0.8964921147113216,1.1400900430700154,0.7825804858699443,1.0377383056591294,32,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2007,NA,1.9423987327164407,2.5839651720560832,3.538272916411499,2.1816574570061253,3.0722339975582944,192,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2007,NA,2.7247310379880645,3.4621651904198756,4.311528952446553,3.038834031935294,3.9173781685642415,152,Contaminants,g) Species contaminants,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2008,NA,1.0345859923701441,1.341287363559012,1.68824179459876,1.1570847472134413,1.5257026585474245,73,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2008,NA,2.0943122757765305,2.799584348345844,3.5697729324207867,2.359266621854106,3.2053624319974197,113,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2008,NA,0.6904820501007116,0.8870348656738805,1.1210657563210928,0.7725001895348812,1.0280365048308058,33,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2008,NA,1.9367739400458701,2.5917559270510666,3.54371459817431,2.184299962605748,3.086447995600622,193,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2008,NA,2.7305190651679325,3.454460520885906,4.3184798146972225,3.0301809207745283,3.898247642821461,153,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2009,NA,0.9880187687036399,1.2798517580203317,1.6281482929267512,1.1063170526417876,1.4696523081492603,74,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2009,NA,2.0356241148551395,2.7339496930138107,3.4885401835989005,2.318342950002979,3.1483539116428276,114,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2009,NA,0.6875391854394187,0.8786257777042379,1.110513457088602,0.7631429101340477,1.0118324901032398,34,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2009,NA,1.9257996350900084,2.5936697904789607,3.5725726265691855,2.1948630689447675,3.1146997632638955,194,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2009,NA,2.715087211178139,3.448337523154481,4.296429532727506,3.026605436351381,3.88928087358914,154,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2010,NA,0.9480852379559186,1.2294032876536636,1.5728800454896035,1.0586101929373684,1.4156796299617802,75,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2010,NA,1.9996037689942672,2.689318385942791,3.4206574060236057,2.2910191569909486,3.1121817819338475,115,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2010,NA,0.677252574333775,0.8667263843882853,1.1006597840845227,0.7519369720759248,1.0044674779830618,35,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2010,NA,1.940355243781354,2.605632027924961,3.6029910685365216,2.198967676687878,3.1289067274998534,195,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2010,NA,2.707159997578835,3.4439882101252617,4.302813795647708,3.0224145024594087,3.8706788152326586,155,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2011,NA,0.9122034065044655,1.182774625248948,1.5304399778562543,1.0159416043315632,1.3655973536198163,76,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2011,NA,1.9752322815782015,2.664595397054489,3.404147225368728,2.2683496735270543,3.0702865461116704,116,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2011,NA,0.6744379048486068,0.859073384394553,1.0931067922436597,0.7437150436039668,0.9931280184609879,36,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2011,NA,1.9347571105898462,2.621179986049274,3.6326270026450187,2.2008222973085587,3.1568716669680716,196,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2011,NA,2.6983906388734527,3.444732817138993,4.298520711745158,3.0248787462183424,3.87652465231761,156,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2012,NA,0.877201829287737,1.1460084918807525,1.4879564700268968,0.9824221712645054,1.3273162078473733,77,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2012,NA,1.9694773339986797,2.6539720461622465,3.38426655333602,2.2744505536156483,3.053117964309308,117,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2012,NA,0.6665592770652606,0.8468494847016035,1.085780764409348,0.734550569624087,0.9836832846653364,37,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2012,NA,1.9560327991862645,2.6355292725610093,3.6549194306965154,2.2135259938249794,3.168721745727058,197,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2012,NA,2.691360109351418,3.442466290670768,4.298813796987625,3.0061265564444453,3.8956425190516617,157,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2013,NA,0.839938482863163,1.1062271160995343,1.4462927508794967,0.9515239333508894,1.2992096225530134,78,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2013,NA,1.982931107207087,2.669715002661735,3.3966953280275067,2.2794927496956157,3.0654396419233114,118,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2013,NA,0.6459607925019997,0.8386049437998513,1.0805775440571428,0.7232989699190863,0.973250194399542,38,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2013,NA,1.9555149603901472,2.6732167309170762,3.690808275852432,2.2253269965428277,3.2188792305839184,198,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2013,NA,2.6768492854389696,3.442055032320217,4.332491759982794,2.99587849361642,3.900068517117848,158,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2014,NA,0.8060710183819414,1.0806726921113317,1.4269317434832443,0.9091823442274961,1.2776514212648693,79,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2014,NA,1.9915003155545312,2.6972330743385022,3.4375205211004474,2.287328461582408,3.117108039654649,119,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2014,NA,0.6275079146216398,0.8261305521056057,1.0743278481118657,0.7145014448985931,0.960364479820551,39,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2014,NA,1.9597148218068314,2.6955415806208523,3.731109927762901,2.2428769339785597,3.29224099141473,199,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2014,NA,2.683382980680969,3.446362911867894,4.352045683369519,3.004785735260704,3.90702389170536,159,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chinook,2015,NA,0.7738703953052282,1.0541529643839498,1.4129149870128592,0.8754111636221341,1.2524726879742958,80,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Chum,2015,NA,1.9943423675439136,2.7505251475423753,3.534381451345217,2.3052604207020204,3.1846887622005995,120,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Coho,2015,NA,0.6147171246007668,0.8153829702557527,1.074985601615645,0.7003118418981591,0.9653525460502358,40,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Pink,2015,NA,1.9814048459359723,2.7114269532054474,3.8193657297892365,2.2765134986707025,3.323728613033135,200,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
Sockeye,2015,NA,2.6753114246289673,3.4471650988325484,4.40159711331753,3.007017418432816,3.9364734799136443,160,Contaminants,g) Species contaminants,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,g) Species contaminants
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,213572.786222273,1976,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,187543.1657443623,1977,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,215591.66344104634,1978,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,270458.50569761166,1979,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,229653.0081858973,1980,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,229919.44195365606,1981,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,233635.23103690273,1982,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,243903.23866963433,1983,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,215145.81384624154,1984,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,358628.5853050641,1985,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,296532.0133721924,1986,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,282046.79580235865,1987,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,284994.38761888014,1988,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,284467.6280877842,1989,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,273489.21048483904,1990,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,326754.49787126476,1991,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,256028.08325499494,1992,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,260256.3198460467,1993,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,314937.24382368644,1994,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,364670.62960850756,1995,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,357772.01719293854,1996,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,273913.0211597106,1997,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,328864.3518670743,1998,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,429824.4994382128,1999,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,288654.6863949257,2000,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,359295.6489904491,2001,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,298137.0564018266,2002,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,297943.5437176547,2003,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,424187.57282989303,2004,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,437737.9146604019,2005,1,19,black,0.3,NA,0.5,b) Total returns
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b) Total returns,NA,dots,315578.4382843911,2006,1,19,black,0.3,NA,0.5,b) Total returns
